feature,spearman,abs_spearman,p,coverage,q,significant
f_is_wh_question,-0.07755360449467921,0.07755360449467921,0.19571233319419293,1.0,0.8297773569567594,False
f_jargon_ratio,0.07599326913159608,0.07599326913159608,0.20488508682220766,1.0,0.8297773569567594,False
f_is_yes_no_question,0.07591538285485852,0.07591538285485852,0.20535096965802052,1.0,0.8297773569567594,False
f_temporal_risk_score,0.0757211572902119,0.0757211572902119,0.20651607985495885,1.0,0.8297773569567594,False
f_temporal_type=range,0.07517513374293355,0.07517513374293355,0.20981709488757827,1.0,0.8297773569567594,False
f_question_category_score,-0.07369724739177676,0.07369724739177676,0.21894190410148856,1.0,0.8297773569567594,False
f_context_token_count,0.07306592048565723,0.07306592048565723,0.22292505205338636,1.0,0.8297773569567594,False
f_has_date_like,0.07190558099215934,0.07190558099215934,0.2303797957824527,1.0,0.8297773569567594,False
f_has_citation_request,-0.07153227113256805,0.07153227113256805,0.23281522964973822,1.0,0.8297773569567594,False
f_question_length_words,0.06910589167281367,0.06910589167281367,0.24908767726366482,1.0,0.8568305684712832,False
f_word_entropy,0.0676419278327273,0.0676419278327273,0.2592797798658748,1.0,0.8568305684712832,False
f_core_question_ratio,0.06722001463015409,0.06722001463015409,0.2622697300779392,1.0,0.8568305684712832,False
f_n_sentences,0.06618833431749963,0.06618833431749963,0.2696803771653042,1.0,0.8568305684712832,False
f_root_type_token_ratio,0.06330048753602162,0.06330048753602162,0.2911782991384412,1.0,0.8568305684712832,False
f_acronym_count,-0.06299379852219603,0.06299379852219603,0.2935268897790529,1.0,0.8568305684712832,False
f_year_count,0.0611081644922081,0.0611081644922081,0.3082440791618156,1.0,0.8568305684712832,False
f_retrieval_difficulty_score,0.06089544624799632,0.06089544624799632,0.3099342792257257,1.0,0.8568305684712832,False
f_difficult_word_ratio,0.05919839847196601,0.05919839847196601,0.3236361618503671,1.0,0.8568305684712832,False
f_boolean_operator_count,-0.05885486853461221,0.05885486853461221,0.32645686865629037,1.0,0.8568305684712832,False
f_quoted_span_word_count,0.05846870534484393,0.05846870534484393,0.3296465445513659,1.0,0.8568305684712832,False
f_quoted_span_count,0.05732090629890464,0.05732090629890464,0.3392453481284723,1.0,0.8568305684712832,False
f_temporal_type=relative,0.055686488138163764,0.055686488138163764,0.3532181126845956,1.0,0.8568305684712832,False
f_proper_noun_token_count,0.05554717426299554,0.05554717426299554,0.3544256300997218,1.0,0.8568305684712832,False
f_rare_word_ratio,0.05527230738253274,0.05527230738253274,0.356815661805439,1.0,0.8568305684712832,False
f_nested_modifier_depth,-0.053967512599111485,0.053967512599111485,0.3682984202947062,1.0,0.8568305684712832,False
f_has_relative_recency,-0.05337605126836238,0.05337605126836238,0.3735780466533205,1.0,0.8568305684712832,False
f_type_token_ratio,-0.05287777951497255,0.05287777951497255,0.3780617895563867,1.0,0.8568305684712832,False
f_n_clauses,0.05258716007388681,0.05258716007388681,0.3806921110927143,1.0,0.8568305684712832,False
f_mean_word_zipf,-0.05240892853639167,0.05240892853639167,0.3823107551525602,1.0,0.8568305684712832,False
f_is_imperative,0.05063696835418333,0.05063696835418333,0.3986304498254391,1.0,0.8568305684712832,False
f_question_category=Fact Retrieval,0.050499073222290365,0.050499073222290365,0.39991771879679494,1.0,0.8568305684712832,False
f_entity_count,0.049844226482681865,0.049844226482681865,0.4060646537288853,1.0,0.8568305684712832,False
f_id_like_token_count,0.04881854130971901,0.04881854130971901,0.4158045713433628,1.0,0.8568305684712832,False
f_avg_chars_per_word,0.047924615142937735,0.047924615142937735,0.4244041436616285,1.0,0.8568305684712832,False
f_has_math_expression,-0.04629651680682757,0.04629651680682757,0.44032933685907866,1.0,0.8568305684712832,False
f_max_bpe_fertility,0.04599885545257864,0.04599885545257864,0.44327732000904424,1.0,0.8568305684712832,False
f_option_mean_chars,0.04499949728531321,0.04499949728531321,0.4532564174125555,1.0,0.8568305684712832,False
f_has_dangling_reference,0.04489945523376165,0.04489945523376165,0.4542622848654013,1.0,0.8568305684712832,False
f_lexical_rarity_score,0.04377319160952756,0.04377319160952756,0.46567221380461693,1.0,0.8568305684712832,False
f_underspecification_score,0.04167868513348434,0.04167868513348434,0.4873061378628907,1.0,0.8568305684712832,False
f_non_ascii_ratio,-0.04159867482680827,0.04159867482680827,0.48814312282065087,1.0,0.8568305684712832,False
f_language_code=en,0.04154202783922034,0.04154202783922034,0.4887361708776179,1.0,0.8568305684712832,False
f_has_chain_of_thought_cue,-0.04154202783922034,0.04154202783922034,0.4887361708776179,1.0,0.8568305684712832,False
f_politeness_filler_count,-0.04154202783922034,0.04154202783922034,0.4887361708776179,1.0,0.8568305684712832,False
f_is_english,0.04154202783922034,0.04154202783922034,0.4887361708776179,1.0,0.8568305684712832,False
f_distinct_wh_count,-0.04108801740764377,0.04108801740764377,0.4935032119869264,1.0,0.8568305684712832,False
f_domain_hint=legal,0.04072251565880862,0.04072251565880862,0.49735884132586855,1.0,0.8568305684712832,False
f_entity_place_count,-0.040321788894442816,0.040321788894442816,0.5016043218228319,1.0,0.8568305684712832,False
f_entity_work_count,0.04013138213500352,0.04013138213500352,0.5036282445584358,1.0,0.8568305684712832,False
f_char_entropy,0.03934480804964872,0.03934480804964872,0.5120343413135409,1.0,0.8568305684712832,False
f_domain_hint=science,0.03834648723620339,0.03834648723620339,0.5228072603606883,1.0,0.8568305684712832,False
f_is_best_answer_judgment,0.03809696588797297,0.03809696588797297,0.525517825182434,1.0,0.8568305684712832,False
f_question_category=Math,-0.036368234335509994,0.036368234335509994,0.544491434541101,1.0,0.8568305684712832,False
f_mc_option_count,-0.03605549123548944,0.03605549123548944,0.5479597464700031,1.0,0.8568305684712832,False
f_n_options,-0.03605549123548944,0.03605549123548944,0.5479597464700031,1.0,0.8568305684712832,False
f_conditional_flag,-0.03480868986051917,0.03480868986051917,0.5618937334249662,1.0,0.8568305684712832,False
f_definite_np_without_entity_count,0.03444033773905185,0.03444033773905185,0.5660427088597888,1.0,0.8568305684712832,False
f_named_entity_hint,0.03366333142384448,0.03366333142384448,0.5748422603705254,1.0,0.8568305684712832,False
f_anchor_density,-0.03325444546358523,0.03325444546358523,0.5794985664544846,1.0,0.8568305684712832,False
f_polysyllable_count,0.033086706207785976,0.033086706207785976,0.5814138236712221,1.0,0.8568305684712832,False
f_hop_estimate,0.03301955524864354,0.03301955524864354,0.582181381922942,1.0,0.8568305684712832,False
f_gunning_fog,-0.03278238381932923,0.03278238381932923,0.5848960918542566,1.0,0.8568305684712832,False
f_retrieval_anchor_score,-0.032521029903473365,0.032521029903473365,0.587894359311958,1.0,0.8568305684712832,False
f_has_escape_option,0.03169108305709888,0.03169108305709888,0.5974620991696522,1.0,0.8568305684712832,False
f_anchor_free_flag,0.03169108305709888,0.03169108305709888,0.5974620991696522,1.0,0.8568305684712832,False
f_entity_person_count,0.03084348645017633,0.03084348645017633,0.6073053170492719,1.0,0.8568305684712832,False
f_vague_quantifiers_count,0.03058852364787955,0.03058852364787955,0.6102802485844967,1.0,0.8568305684712832,False
f_has_enumeration_request,-0.030082841879809346,0.030082841879809346,0.6161995386918023,1.0,0.8568305684712832,False
f_requires_synthesis_flag,-0.029630973468423423,0.029630973468423423,0.6215100121675126,1.0,0.8568305684712832,False
f_has_length_limit,0.02961444662600413,0.02961444662600413,0.6217046142654068,1.0,0.8568305684712832,False
f_distinct_entity_types,0.027651986646798198,0.027651986646798198,0.6449963150403785,1.0,0.8568305684712832,False
f_stopword_ratio,0.02754722725762208,0.02754722725762208,0.6462497287445915,1.0,0.8568305684712832,False
f_digit_char_ratio,-0.02731515770332039,0.02731515770332039,0.6490299243640032,1.0,0.8568305684712832,False
f_wh_word_count,-0.027145587340297025,0.027145587340297025,0.651064461474739,1.0,0.8568305684712832,False
f_long_word_ratio,0.026980981841696058,0.026980981841696058,0.6530419050936116,1.0,0.8568305684712832,False
f_unresolved_pronoun_count,-0.026479758095686777,0.026479758095686777,0.6590781187009045,1.0,0.8568305684712832,False
f_percent_count,-0.02607335218068358,0.02607335218068358,0.6639887353903773,1.0,0.8568305684712832,False
f_instruction_line_count,-0.025895997786701524,0.025895997786701524,0.6661362362538784,1.0,0.8568305684712832,False
f_constraint_count,0.02542083852903264,0.02542083852903264,0.6719031076501429,1.0,0.8568305684712832,False
f_anchor_count,0.024784100559001765,0.024784100559001765,0.679661173911106,1.0,0.8588445743058523,False
f_is_hypothetical_scenario,0.0240881898514274,0.0240881898514274,0.6881789344241067,1.0,0.8617736205851426,False
f_is_except_ask,-0.0225684532439817,0.0225684532439817,0.7069161717985325,1.0,0.8724353312938055,False
f_instruction_char_ratio,-0.022380508663880604,0.022380508663880604,0.7092459887496404,1.0,0.8724353312938055,False
f_option_length_spread,-0.021157433292874884,0.021157433292874884,0.724472854868104,1.0,0.873950823809331,False
f_flesch_reading_ease,-0.020990079103111525,0.020990079103111525,0.7265649729152047,1.0,0.873950823809331,False
f_language_confidence,-0.020768326682005993,0.020768326682005993,0.7293402558408806,1.0,0.873950823809331,False
f_multi_need_score,0.020102845422997947,0.020102845422997947,0.7376899754283583,1.0,0.8764009109789898,False
f_has_output_format_request,0.018307834546036326,0.018307834546036326,0.7603632676236802,1.0,0.8956821542346742,False
f_punctuation_density,-0.017784451178554928,0.017784451178554928,0.7670140010439116,1.0,0.8959239171857455,False
f_avg_words_per_sentence,-0.016792295068767258,0.016792295068767258,0.7796681105720282,1.0,0.9010085623892299,False
f_question_type=which,0.016427843932842294,0.016427843932842294,0.7843311945978187,1.0,0.9010085623892299,False
f_entity_org_count,0.015362666842352104,0.015362666842352104,0.7980035710273468,1.0,0.9010336233184931,False
f_numeral_count,-0.015143589115035418,0.015143589115035418,0.8008234111472495,1.0,0.9010336233184931,False
f_has_exclusion,-0.014803853056144255,0.014803853056144255,0.8052013921045711,1.0,0.9010336233184931,False
f_question_category=Reasoning,0.014410179349257202,0.014410179349257202,0.8102820353583572,1.0,0.9010336233184931,False
f_avg_syllables_per_word,0.01250138445603692,0.01250138445603692,0.8350255623554581,1.0,0.9171280764828875,False
f_unit_count,0.012276530441275241,0.012276530441275241,0.8379515518944368,1.0,0.9171280764828875,False
f_tokens_per_word,0.008349684555935235,0.008349684555935235,0.8893755935516907,1.0,0.9658063086225391,False
f_is_formula_setup,0.007157295848898122,0.007157295848898122,0.9050929579505587,1.0,0.9685928814545193,False
f_dale_chall_score,-0.0069810101989299985,0.0069810101989299985,0.9074199432077148,1.0,0.9685928814545193,False
f_has_code_span,-0.00657013773321203,0.00657013773321203,0.9128465285650506,1.0,0.9685928814545193,False
f_max_parse_depth,0.0043713207949080376,0.0043713207949080376,0.9419498991246827,1.0,0.987407833680789,False
f_currency_count,0.0041574130470541475,0.0041574130470541475,0.9447859128024816,1.0,0.987407833680789,False
f_contains_negation,-0.0032128607331457794,0.0032128607331457794,0.9573167353492827,1.0,0.9891510532041459,False
f_negation_count,-0.0029590151055681425,0.0029590151055681425,0.960686274694674,1.0,0.9891510532041459,False
f_domain_hint=finance,-0.0011672648973169275,0.0011672648973169275,0.9844863455357732,1.0,0.9937305923027469,False
f_question_complexity_score,-0.001037715179522585,0.001037715179522585,0.9862079581971103,1.0,0.9937305923027469,False
f_n_lines,-0.00096228912008392,0.00096228912008392,0.9872103404418702,1.0,0.9937305923027469,False
f_template_repetition_score,-0.00047169258580234544,0.00047169258580234544,0.993730592302747,1.0,0.9937305923027469,False
