question_id,category,f_is_except_ask,f_is_best_answer_judgment,f_is_hypothetical_scenario,f_is_definition_ask,f_is_formula_setup,f_stem_word_count,f_is_long_scenario,f_mc_option_count,f_option_mean_chars,f_option_length_spread,f_has_escape_option,q_fail
3941,chemistry,False,False,False,False,False,79,False,10,14.4,0.5163977794943223,False,0.14285714285714285
3996,chemistry,False,False,False,False,True,43,False,10,6.0,0.0,False,0.07142857142857142
4277,chemistry,False,False,False,False,False,66,False,10,19.1,0.31622776601683794,False,0.21428571428571427
3635,chemistry,False,False,False,False,False,11,False,4,9.0,1.1547005383792515,False,0.0
4052,chemistry,False,False,False,False,False,49,False,10,26.2,1.0327955589886446,False,0.21428571428571427
3582,chemistry,False,False,False,False,False,21,False,10,35.2,6.779052703405953,False,0.0
4648,chemistry,False,False,True,False,False,41,False,10,10.0,0.0,False,0.07142857142857142
4348,chemistry,False,False,False,False,False,11,False,10,1.1,0.31622776601683794,False,0.9285714285714286
4293,chemistry,False,False,False,False,False,66,False,10,7.2,0.6324555320336759,False,0.07142857142857142
3612,chemistry,False,False,False,False,False,24,False,10,68.0,0.0,False,0.6428571428571429
4149,chemistry,False,False,False,False,False,40,False,10,19.0,0.0,False,0.0
4299,chemistry,False,False,False,False,False,71,False,10,23.0,0.0,False,0.5
4437,chemistry,False,False,False,False,False,36,False,10,33.9,0.31622776601683794,False,0.9285714285714286
4448,chemistry,False,False,False,False,True,31,False,10,37.1,0.31622776601683794,False,0.07142857142857142
4243,chemistry,False,False,False,False,False,43,False,10,50.0,0.0,False,0.35714285714285715
4498,chemistry,False,False,False,False,False,56,False,10,12.0,0.0,False,0.5
4556,chemistry,False,False,True,False,False,130,True,10,22.0,0.0,False,0.21428571428571427
3955,chemistry,False,False,False,False,False,56,False,10,2.2,1.3165611772087666,False,0.14285714285714285
1200,law,False,False,False,False,False,21,False,7,87.42857142857143,19.85662897587892,False,0.7142857142857143
1569,law,True,False,False,False,True,418,True,9,144.0,34.85685011586675,False,0.35714285714285715
1286,law,False,False,False,False,False,21,False,4,52.5,12.396235987858034,False,0.07142857142857142
1601,law,False,False,False,False,False,78,False,10,86.0,10.509255180289632,False,0.07142857142857142
1114,law,False,False,True,False,False,119,True,10,23.2,5.00666222813829,False,0.07142857142857142
1642,law,False,False,False,False,False,71,False,10,30.2,12.11793895200188,False,0.2857142857142857
962,law,False,False,True,False,False,160,True,9,75.11111111111111,26.969633128967683,False,0.07142857142857142
1485,law,False,False,False,False,False,11,False,4,47.25,11.814539065631521,False,0.0
1769,law,False,False,False,False,True,233,True,10,81.7,16.512957874886553,False,0.21428571428571427
967,law,False,True,False,False,True,176,True,9,83.44444444444444,32.8523633514817,False,0.9285714285714286
1979,law,False,False,False,False,True,112,True,10,83.4,13.937957765277762,False,0.14285714285714285
936,law,False,True,True,False,False,171,True,10,120.1,20.013606482701825,False,1.0
1205,law,False,False,False,False,True,258,True,10,108.5,18.721645226849056,False,0.07142857142857142
1326,law,False,False,False,False,False,166,True,10,131.1,34.50748711028763,False,0.0
1009,law,False,False,True,False,False,195,True,9,19.444444444444443,10.760008261045982,True,0.2857142857142857
1422,law,False,False,False,False,False,116,True,10,98.0,11.294049564064943,False,0.21428571428571427
1163,law,False,False,False,False,True,106,True,10,87.9,23.211347799442123,False,0.0
1271,law,False,False,True,False,False,186,True,10,91.1,29.030443790384375,False,0.42857142857142855
1647,law,False,False,False,False,False,39,False,10,64.1,19.4390786247131,False,0.8571428571428571
1360,law,False,False,False,False,False,42,False,10,39.2,16.294511686795378,False,0.07142857142857142
11862,engineering,False,False,False,False,False,49,False,10,17.2,1.6865480854231356,False,1.0
11546,engineering,False,False,False,False,False,42,False,10,7.0,0.4714045207910317,False,0.9285714285714286
11675,engineering,False,False,True,False,False,54,False,10,11.1,1.1005049346146119,False,0.07142857142857142
11782,engineering,False,False,False,False,False,43,False,10,107.1,0.5676462121975467,False,0.0
11355,engineering,False,False,False,False,False,28,False,10,53.7,6.8158312446506155,False,0.07142857142857142
12193,engineering,False,False,False,False,False,8,False,4,1.25,0.5,False,0.0
12072,engineering,False,False,False,False,False,63,False,10,54.0,0.0,False,0.5714285714285714
11772,engineering,False,False,True,False,False,133,True,10,83.1,0.8755950357709131,False,0.35714285714285715
11373,engineering,False,False,True,False,False,73,False,10,56.0,0.0,False,0.7857142857142857
11835,engineering,False,False,False,False,False,40,False,10,18.0,0.0,False,0.14285714285714285
11361,engineering,False,False,False,False,False,9,False,10,3.0,0.0,False,0.35714285714285715
12243,engineering,False,False,False,False,False,43,False,10,11.0,0.0,False,0.42857142857142855
11740,engineering,False,False,False,False,False,29,False,10,7.0,0.0,False,0.0
11945,engineering,False,False,False,False,False,49,False,10,24.0,0.0,False,0.21428571428571427
11817,engineering,False,False,False,False,False,41,False,10,13.0,0.816496580927726,False,0.35714285714285715
11631,engineering,False,False,False,False,False,81,True,10,22.0,0.4714045207910317,False,0.7142857142857143
11315,engineering,False,False,False,False,False,27,False,10,12.1,0.31622776601683794,False,0.2857142857142857
11352,engineering,False,False,False,False,False,24,False,10,8.8,1.6865480854231356,False,0.07142857142857142
11857,engineering,False,False,False,False,False,51,False,10,5.4,0.9660917830792959,False,1.0
12081,engineering,False,False,False,False,False,45,False,10,67.4,1.0749676997731399,False,0.2857142857142857
5384,other,False,False,False,False,False,8,False,10,2.0,0.0,False,0.0
5938,other,True,False,False,False,False,15,False,10,49.4,8.934328302800509,False,0.14285714285714285
5090,other,False,False,False,False,False,9,False,10,3.1,0.31622776601683794,False,0.6428571428571429
5913,other,False,False,False,False,True,31,False,10,6.3,1.1595018087284057,False,0.0
5354,other,False,False,False,False,False,8,False,9,23.0,15.748015748023622,False,0.2857142857142857
5123,other,False,True,False,False,False,24,False,7,80.71428571428571,21.607979125886853,False,0.07142857142857142
5275,other,False,False,False,False,False,16,False,7,12.428571428571429,7.9761549395086115,False,0.0
5228,other,False,False,False,False,False,17,False,10,2.3,0.48304589153964794,False,0.0
5622,other,False,False,False,False,False,55,False,10,38.1,11.957796155182145,False,0.0
5950,other,False,False,False,False,False,28,False,10,53.6,11.91823998937949,False,0.0
5127,other,False,False,False,False,False,26,False,8,65.375,14.480898748745831,False,0.07142857142857142
5596,other,False,False,False,False,False,14,False,10,64.2,7.269418439218122,False,0.0
5419,other,False,False,False,False,False,14,False,10,14.7,6.848357467305573,False,0.0
5496,other,False,False,False,False,False,16,False,10,10.1,2.024845673131659,False,0.0
5270,other,False,False,False,False,True,87,True,10,5.8,0.6324555320336759,False,0.07142857142857142
5299,other,False,False,False,False,False,7,False,10,73.5,11.138022964402415,False,0.7857142857142857
5473,other,False,False,False,False,False,25,False,9,84.88888888888889,34.23610829389215,False,0.0
5099,other,False,False,False,False,False,15,False,10,7.1,0.31622776601683794,False,0.0
5692,other,False,False,False,False,False,8,False,10,4.9,0.9944289260117531,False,0.14285714285714285
5218,other,False,False,False,False,False,19,False,7,17.714285714285715,8.42049653552342,False,0.0
7329,economics,False,False,False,True,False,8,False,10,83.8,22.592033994308704,False,0.0
7044,economics,False,False,False,False,False,66,False,10,39.9,48.895466729203704,False,0.0
7462,economics,False,False,True,False,True,19,False,10,8.2,0.6324555320336759,False,0.0
7580,economics,False,False,False,False,False,19,False,10,130.7,30.973285980735792,False,0.07142857142857142
6890,economics,False,False,False,True,False,12,False,9,130.11111111111111,8.006941432976209,False,0.0
7077,economics,False,False,False,False,False,12,False,10,71.3,5.982381539896038,False,0.0
7640,economics,False,False,True,False,False,22,False,10,42.9,11.798775831039045,False,0.07142857142857142
6893,economics,False,False,True,False,False,32,False,4,60.75,3.304037933599835,False,0.07142857142857142
7313,economics,False,False,False,False,False,91,True,10,20.8,3.7653389990514503,False,0.14285714285714285
6857,economics,False,False,False,True,False,4,False,10,107.1,56.32139913034832,False,0.0
7200,economics,False,False,True,False,False,43,False,10,66.8,20.932696380967688,False,0.07142857142857142
7047,economics,False,False,False,False,False,6,False,7,57.0,15.811388300841896,False,0.0
7673,economics,False,False,False,False,False,18,False,10,58.3,17.7516822364029,False,0.0
7199,economics,False,False,False,False,False,7,False,10,49.6,20.111909130882847,False,0.0
7383,economics,False,False,False,False,True,51,False,10,11.5,0.7071067811865476,False,0.0
7056,economics,False,False,False,False,False,23,False,10,60.6,12.285492799775406,False,0.14285714285714285
7633,economics,False,False,True,False,False,11,False,9,23.666666666666668,3.840572873934304,False,0.0
7090,economics,False,False,False,True,False,14,False,10,94.8,36.47464873031679,False,0.0
7338,economics,False,False,False,False,True,53,False,10,15.0,0.0,False,0.2857142857142857
7392,economics,False,False,False,False,False,30,False,10,23.9,4.771442828607157,False,0.0
6089,health,False,False,False,False,False,11,False,10,44.3,8.407007658957959,False,0.35714285714285715
6437,health,False,True,False,False,False,128,True,4,29.75,14.080127840328723,False,0.0
6806,health,False,True,False,False,False,148,True,10,24.0,6.879922480183431,False,0.07142857142857142
6503,health,True,True,False,False,False,58,False,10,29.4,5.777350411544878,False,0.8571428571428571
6813,health,False,False,False,False,False,12,False,10,32.8,0.9189365834726815,False,0.8571428571428571
6537,health,True,False,False,False,False,10,False,10,54.8,18.611824198610947,False,0.21428571428571427
6604,health,False,False,False,False,False,47,False,10,19.2,3.4896672875473067,False,0.07142857142857142
6774,health,False,False,False,True,False,8,False,9,30.0,5.049752469181039,False,1.0
6196,health,False,False,False,True,False,10,False,10,3.1,0.31622776601683794,False,0.8571428571428571
6543,health,False,True,False,False,False,97,True,9,23.555555555555557,8.125747828832605,False,0.0
6069,health,False,False,False,False,False,11,False,10,11.6,3.025814858109391,False,0.7857142857142857
6399,health,False,False,False,True,False,4,False,10,65.8,13.348324905312193,False,0.07142857142857142
6682,health,False,True,False,False,False,47,False,10,18.8,2.973961069759395,False,0.35714285714285715
6214,health,True,False,False,False,False,18,False,10,17.0,6.200358412579424,False,1.0
6501,health,False,True,False,False,False,222,True,10,45.0,16.268579122549905,False,0.7857142857142857
6588,health,False,False,False,False,False,12,False,10,35.1,15.029230777979881,False,0.0
6764,health,False,True,False,False,False,14,False,4,71.0,29.540932054806035,False,0.5
6550,health,False,True,False,False,False,131,True,10,39.7,13.224976370489287,False,0.14285714285714285
6533,health,False,False,False,False,False,18,False,10,11.9,6.471304179049056,False,0.07142857142857142
6641,health,False,False,False,True,False,10,False,4,36.25,8.770214744615247,False,1.0
2694,psychology,True,False,False,False,False,13,False,10,29.2,3.6147844564602556,False,0.7142857142857143
2663,psychology,False,False,False,False,False,17,False,10,41.3,12.092697520955914,False,0.0
2052,psychology,False,False,False,False,False,11,False,10,67.3,14.283245818479465,False,0.5
2526,psychology,False,False,False,False,False,41,False,10,39.1,14.317433041187547,False,0.0
2055,psychology,False,False,False,False,False,13,False,10,79.4,28.249680430837522,False,0.5
2615,psychology,False,False,False,False,False,13,False,9,76.55555555555556,17.972973537447213,False,0.5
2337,psychology,False,False,False,False,False,13,False,6,84.33333333333333,11.272385136547928,False,0.0
2483,psychology,False,False,False,False,False,6,False,10,110.6,50.942669301436844,False,0.0
2643,psychology,False,False,False,False,False,9,False,9,12.222222222222221,4.352521619066865,False,0.14285714285714285
2449,psychology,False,False,False,False,False,65,False,10,86.1,29.613998191545985,False,0.0
2054,psychology,False,False,False,True,False,12,False,10,117.7,40.22174646741348,False,0.07142857142857142
2277,psychology,False,False,False,False,False,14,False,10,18.4,2.9514591494904874,False,0.0
2631,psychology,False,False,False,False,False,49,False,9,79.44444444444444,16.5008417293718,False,0.14285714285714285
2056,psychology,False,False,False,False,False,27,False,10,91.3,26.766687422158828,False,0.07142857142857142
2318,psychology,False,False,False,False,False,10,False,10,61.3,5.375872022286245,False,0.5
2386,psychology,False,False,False,False,False,15,False,4,30.5,7.767453465154029,False,0.07142857142857142
2234,psychology,False,False,False,True,False,5,False,10,129.9,46.71771017980702,False,0.0
2368,psychology,False,False,False,True,False,13,False,10,29.1,8.143845665422585,False,0.0
2604,psychology,False,False,False,False,False,19,False,10,28.5,1.8408935028645435,False,0.07142857142857142
2519,psychology,False,False,False,False,False,14,False,10,48.5,12.589678312014172,False,0.0
586,business,False,False,False,False,True,55,False,10,64.6,0.5163977794943223,False,0.07142857142857142
109,business,False,False,False,False,True,80,True,10,11.4,3.8643671323171835,False,0.5714285714285714
283,business,False,False,False,False,True,27,False,10,6.0,0.0,False,0.0
271,business,False,False,False,False,True,42,False,10,4.1,0.31622776601683794,False,0.21428571428571427
307,business,False,False,False,False,False,42,False,10,53.4,4.526465385804788,False,0.5714285714285714
287,business,False,False,False,False,True,18,False,10,4.6,0.9660917830792959,False,0.0
644,business,False,False,False,False,True,13,False,10,5.3,1.2516655570345725,False,0.6428571428571429
425,business,False,False,False,True,False,13,False,10,7.1,0.8755950357709131,False,0.07142857142857142
373,business,False,False,False,False,True,45,False,10,52.2,2.3944379994757297,False,0.21428571428571427
208,business,False,False,False,False,True,71,False,10,3.7,0.48304589153964794,False,0.14285714285714285
623,business,False,False,False,False,False,27,False,10,16.8,2.5298221281347035,False,0.0
290,business,False,False,False,False,True,39,False,10,17.0,0.0,False,0.2857142857142857
246,business,False,False,False,False,True,55,False,10,50.5,20.430097623087583,False,0.07142857142857142
520,business,False,False,False,False,True,34,False,10,3.0,0.0,False,0.07142857142857142
240,business,False,False,False,False,True,18,False,10,5.0,0.0,False,0.7142857142857143
138,business,False,False,True,False,True,30,False,10,8.0,0.0,False,0.0
769,business,False,False,False,False,True,51,False,10,3.0,0.0,False,0.0
507,business,False,False,False,False,False,71,False,10,8.0,0.0,False,0.07142857142857142
468,business,False,False,False,False,True,40,False,10,6.6,0.8432740427115678,False,0.14285714285714285
862,business,False,False,False,False,True,29,False,10,7.6,0.9660917830792959,False,0.0
2926,biology,False,False,False,False,False,31,False,10,49.4,7.4266786355379315,False,0.0
3139,biology,False,False,False,False,False,23,False,10,124.5,47.90325899374929,False,0.07142857142857142
2845,biology,False,False,False,False,False,20,False,10,70.9,26.626845267302862,False,0.14285714285714285
3445,biology,False,True,False,False,False,27,False,10,34.3,5.518655230720212,False,0.14285714285714285
3323,biology,False,False,False,False,False,7,False,8,70.75,17.71802955829376,False,0.0
3341,biology,False,False,True,False,False,29,False,10,113.6,75.0661930121232,False,0.9285714285714286
2871,biology,False,False,False,False,False,14,False,10,67.4,19.414771009036738,False,0.07142857142857142
3309,biology,False,False,False,False,False,20,False,10,78.2,9.02835040918944,False,0.07142857142857142
2884,biology,False,False,False,True,False,11,False,9,107.88888888888889,27.714817537034428,False,0.07142857142857142
3463,biology,False,False,False,False,False,109,True,10,80.1,0.31622776601683794,False,0.14285714285714285
3296,biology,False,False,False,False,False,11,False,10,90.1,62.74188747913506,False,0.0
2903,biology,False,False,False,False,False,26,False,10,14.2,2.0976176963403033,False,0.0
3506,biology,False,False,False,True,False,19,False,10,135.7,64.59798758475375,False,0.14285714285714285
2890,biology,False,False,False,False,False,41,False,10,3.7,0.6749485577105528,False,0.0
3014,biology,False,False,False,False,False,39,False,10,30.5,13.167721476735787,False,0.14285714285714285
3231,biology,False,False,False,False,False,60,False,10,114.9,53.658280918336466,False,0.0
3045,biology,True,False,False,False,False,8,False,5,50.0,10.04987562112089,False,0.07142857142857142
3071,biology,False,False,False,True,False,7,False,10,43.7,23.103871729406933,False,0.0
3522,biology,False,False,False,False,False,3,False,10,107.3,62.640153966037545,False,0.2857142857142857
3367,biology,False,False,False,False,False,37,False,10,62.0,15.427248620541512,False,0.21428571428571427
11245,philosophy,False,False,False,False,False,16,False,10,23.9,2.183269719175042,False,0.21428571428571427
10850,philosophy,False,False,False,False,False,11,False,10,67.7,14.689754555093455,False,0.07142857142857142
11011,philosophy,False,False,False,False,False,45,False,4,21.0,9.83192080250175,False,0.2857142857142857
10952,philosophy,False,False,False,False,False,49,False,9,43.77777777777778,16.200137173630488,False,0.7142857142857143
11017,philosophy,False,False,False,False,False,9,False,10,31.5,4.169998667732268,False,0.0
11210,philosophy,False,False,False,False,False,6,False,10,55.8,12.090400232323898,False,0.14285714285714285
10932,philosophy,False,False,False,False,False,92,True,4,16.0,4.08248290463863,False,0.5
10832,philosophy,False,False,False,False,False,10,False,10,14.9,1.286683937707919,False,0.14285714285714285
11104,philosophy,False,False,False,False,False,14,False,4,20.5,8.888194417315589,False,0.0
10783,philosophy,False,False,False,False,False,13,False,10,58.1,15.82157458100243,False,0.8571428571428571
10881,philosophy,False,False,False,False,False,23,False,10,19.4,2.796823595120404,False,0.0
11042,philosophy,False,False,False,False,False,5,False,10,59.7,4.547282460742656,False,0.35714285714285715
11137,philosophy,False,False,False,False,False,15,False,10,11.7,4.3982319680121975,False,0.07142857142857142
10970,philosophy,False,False,False,True,False,4,False,10,14.6,4.168666186896928,False,0.0
10878,philosophy,False,False,False,False,False,14,False,10,9.5,3.6285901761795403,False,0.0
11192,philosophy,False,False,False,False,False,11,False,8,13.0,0.0,False,0.0
11239,philosophy,False,False,False,False,False,12,False,10,10.5,2.273030282830976,False,0.0
10806,philosophy,True,False,False,False,False,12,False,10,9.9,3.478505426185217,False,0.0
10914,philosophy,False,False,False,False,False,5,False,10,91.7,13.904835290086842,False,0.0
11274,philosophy,False,False,False,False,False,9,False,4,19.75,1.707825127659933,False,0.0
10532,computer science,False,False,False,False,False,13,False,10,7.6,2.2211108331943574,False,0.8571428571428571
10496,computer science,False,False,False,False,False,9,False,10,8.1,4.067486256208427,False,0.5
10485,computer science,False,False,False,False,False,28,False,10,31.1,21.640753735076377,False,0.0
10453,computer science,False,False,False,False,False,26,False,10,30.5,17.765447112614734,False,0.0
10431,computer science,False,False,False,False,False,84,True,10,2.0,0.0,False,0.8571428571428571
10391,computer science,False,False,False,False,False,25,False,10,33.6,21.484878403193257,False,0.0
10744,computer science,False,False,True,False,False,19,False,10,1.8,0.4216370213557839,False,0.2857142857142857
10583,computer science,True,False,False,False,False,12,False,8,102.125,22.875048789955773,False,0.14285714285714285
10670,computer science,False,False,False,False,False,10,False,10,117.0,0.0,False,0.07142857142857142
10587,computer science,False,False,False,False,False,9,False,10,12.2,8.866917289691058,False,0.0
10491,computer science,False,False,False,False,False,16,False,4,11.0,0.816496580927726,False,0.0
10582,computer science,False,False,False,False,False,8,False,10,89.7,29.265261925285337,False,0.0
10649,computer science,True,False,False,False,False,16,False,6,76.16666666666667,17.42890319746675,False,1.0
10696,computer science,False,False,False,True,False,8,False,10,24.4,2.2211108331943574,False,0.21428571428571427
10516,computer science,False,False,False,False,False,106,True,10,4.0,1.0540925533894598,False,0.21428571428571427
10449,computer science,True,False,False,False,False,17,False,8,83.5,8.332380897952962,False,0.0
10679,computer science,False,False,False,True,False,10,False,10,108.2,53.623792397695176,False,0.07142857142857142
10437,computer science,False,False,False,False,True,35,False,10,3.0,0.0,False,0.07142857142857142
10365,computer science,False,False,False,False,False,26,False,10,32.8,20.082053901154854,True,1.0
10436,computer science,False,False,True,False,False,65,False,10,2.3,0.48304589153964794,False,0.0
4942,history,False,False,False,False,False,234,True,10,69.7,15.923776771440457,False,0.6428571428571429
4868,history,False,False,False,False,False,11,False,10,43.1,12.617888536166069,False,0.0
4715,history,False,False,False,False,False,227,True,9,53.111111111111114,13.37389663153978,False,0.07142857142857142
4724,history,False,False,False,False,False,172,True,10,47.1,13.127155907591797,False,0.0
4726,history,False,False,False,False,False,130,True,10,18.9,4.954235000930461,False,0.0
4708,history,False,False,False,False,False,20,False,10,22.1,3.784471194529326,False,0.21428571428571427
4839,history,False,False,False,False,False,13,False,4,15.25,1.2583057392117916,False,0.07142857142857142
5041,history,False,False,False,True,False,16,False,7,43.714285714285715,13.972762620115438,False,0.21428571428571427
4886,history,False,True,False,False,False,239,True,10,50.0,15.769168230019828,False,0.9285714285714286
4765,history,False,False,False,False,False,17,False,10,11.2,2.8205594401741574,False,0.07142857142857142
4994,history,False,True,False,False,False,139,True,10,87.1,12.3868209534704,False,0.7142857142857143
4898,history,False,False,False,False,False,261,True,10,56.4,9.395034149308168,False,0.07142857142857142
4938,history,False,False,False,False,False,201,True,10,96.2,27.144878788538445,False,0.07142857142857142
4834,history,False,False,False,False,False,328,True,10,30.7,8.944893018427393,False,0.14285714285714285
4741,history,False,True,False,False,False,229,True,10,14.9,3.3482997343593826,False,0.07142857142857142
4871,history,False,False,False,False,False,17,False,10,20.0,1.699673171197595,False,0.0
4751,history,False,False,False,False,False,119,True,10,68.1,15.919589609450783,False,0.07142857142857142
5019,history,False,False,False,False,False,95,True,10,81.4,23.31523107327054,False,0.5714285714285714
4923,history,False,False,False,False,False,227,True,10,86.1,14.106342151276811,False,0.0
4878,history,False,False,False,False,True,229,True,10,56.9,14.019430960079815,False,0.0
