feature,spearman,abs_spearman,p,coverage,q,significant
f_temporal_type=range,0.08705378885886085,0.08705378885886085,0.14624272496456922,1.0,0.7077501191808926,False
f_mtld,-0.08692218343896699,0.08692218343896699,0.14685594507903277,1.0,0.7077501191808926,False
f_domain_hint=finance,-0.08675023347015871,0.08675023347015871,0.14766009680752437,1.0,0.7077501191808926,False
f_contains_negation,0.0847727371283852,0.0847727371283852,0.15715022989222802,1.0,0.7281293985006564,False
f_non_ascii_ratio,-0.0810984170291479,0.0810984170291479,0.17599324025470253,1.0,0.7440876394450644,False
f_is_multi_part,-0.07865917357634827,0.07865917357634827,0.18939670405364864,1.0,0.7440876394450644,False
f_word_entropy,0.07742843152123041,0.07742843152123041,0.19643695378669807,1.0,0.7440876394450644,False
f_question_category=Fact Retrieval,0.07661911382177783,0.07661911382177783,0.20116927349460426,1.0,0.7440876394450644,False
f_jargon_ratio,0.07630818475960663,0.07630818475960663,0.2030091878639521,1.0,0.7440876394450644,False
f_has_file_path,0.07511853291959786,0.07511853291959786,0.21016143930963735,1.0,0.7440876394450644,False
f_whitespace_ratio,-0.07464276021019817,0.07464276021019817,0.21307200506533547,1.0,0.7440876394450644,False
f_max_bpe_fertility,0.07423616421946284,0.07423616421946284,0.21558222141266467,1.0,0.7440876394450644,False
f_type_token_ratio,-0.07312369645653638,0.07312369645653638,0.22255840387700362,1.0,0.7440876394450644,False
f_coleman_liau_index,0.07308045498246878,0.07308045498246878,0.22283277521834874,1.0,0.7440876394450644,False
f_root_type_token_ratio,0.07117056017094378,0.07117056017094378,0.2351922668638644,1.0,0.7440876394450644,False
f_rare_word_ratio,0.07106331960445862,0.07106331960445862,0.2359002867438158,1.0,0.7440876394450644,False
f_unit_count,0.0700436590738642,0.0700436590738642,0.24270722920316648,1.0,0.7440876394450644,False
f_n_clauses,0.06935045478409031,0.06935045478409031,0.24741256891822538,1.0,0.7440876394450644,False
f_question_category=Comparison,0.06909822711322271,0.06909822711322271,0.24914030196364337,1.0,0.7440876394450644,False
f_sub_question_count,-0.06853393720658864,0.06853393720658864,0.25303595544890056,1.0,0.7440876394450644,False
f_mean_word_zipf,-0.06851761894499449,0.06851761894499449,0.253149235212481,1.0,0.7440876394450644,False
f_is_wh_question,-0.06721515924671059,0.06721515924671059,0.26230427577559823,1.0,0.7440876394450644,False
f_question_type=other,0.06721515924671059,0.06721515924671059,0.26230427577559823,1.0,0.7440876394450644,False
f_hop_estimate,0.06635679496817976,0.06635679496817976,0.26846064817904286,1.0,0.7463206019377391,False
f_multi_need_score,0.06442527576945903,0.06442527576945903,0.282672594396977,1.0,0.7476104126623946,False
f_language_confidence,-0.06424716275634766,0.06424716275634766,0.2840082135318855,1.0,0.7476104126623946,False
f_option_mean_chars,0.06410728579523735,0.06410728579523735,0.28506008540364686,1.0,0.7476104126623946,False
f_has_chain_of_thought_cue,-0.06279138905586898,0.06279138905586898,0.295083824500474,1.0,0.7595676223252942,False
f_id_like_token_count,0.05980131440761375,0.05980131440761375,0.31872395486362315,1.0,0.7774995810347083,False
f_proper_noun_token_count,0.059625737785640225,0.059625737785640225,0.32014941332285407,1.0,0.7774995810347083,False
f_n_sentences,0.05928206847646338,0.05928206847646338,0.3229515508814508,1.0,0.7774995810347083,False
f_retrieval_difficulty_score,0.05814812223293875,0.05814812223293875,0.3323097342125196,1.0,0.7774995810347083,False
f_entity_org_count,0.058100847474448304,0.058100847474448304,0.33270362756583727,1.0,0.7774995810347083,False
f_has_citation_request,-0.05775297357964994,0.05775297357964994,0.33561132994303955,1.0,0.7774995810347083,False
f_has_relative_recency,-0.05515282952674429,0.05515282952674429,0.3578576911713002,1.0,0.7875553280151312,False
f_temporal_expression_count,0.05507385048635991,0.05507385048635991,0.35854755362791607,1.0,0.7875553280151312,False
f_unresolved_pronoun_count,-0.05465114050994532,0.05465114050994532,0.3622539458206089,1.0,0.7875553280151312,False
f_is_imperative,0.05412479000622701,0.05412479000622701,0.36690231034789333,1.0,0.7875553280151312,False
f_uppercase_char_ratio,-0.05396944257578207,0.05396944257578207,0.36828126849628434,1.0,0.7875553280151312,False
f_underspecification_score,-0.05321967547591116,0.05321967547591116,0.3749816705492503,1.0,0.7897341243385726,False
f_gunning_fog,-0.052082104772504634,0.052082104772504634,0.38528975138137844,1.0,0.7922015562859697,False
f_punctuation_density,-0.051834957308255665,0.051834957308255665,0.38755184048522257,1.0,0.7922015562859697,False
f_entity_person_count,0.0488137336829247,0.0488137336829247,0.41585054529333165,1.0,0.8331987616243436,False
f_avg_chars_per_word,0.04842305107223189,0.04842305107223189,0.4195964986597414,1.0,0.8331987616243436,False
f_anchor_count,0.04720001198719668,0.04720001198719668,0.43145009296818776,1.0,0.8365087090488208,False
f_constraint_count,0.046235838812075485,0.046235838812075485,0.44092937140819294,1.0,0.8365087090488208,False
f_vague_term_count,0.04433630017347375,0.04433630017347375,0.4599477900637897,1.0,0.8365087090488208,False
f_currency_count,-0.04425695536982799,0.04425695536982799,0.4607520113387819,1.0,0.8365087090488208,False
f_entity_count,0.04385536018959542,0.04385536018959542,0.46483446278144125,1.0,0.8365087090488208,False
f_vague_quantifiers_count,0.043852342717302255,0.043852342717302255,0.46486521271305975,1.0,0.8365087090488208,False
f_question_category=Reasoning,0.043081340970556874,0.043081340970556874,0.47275897460626254,1.0,0.8365087090488208,False
f_is_hypothetical_scenario,0.04295971380105046,0.04295971380105046,0.4740108999277466,1.0,0.8365087090488208,False
f_question_mark_count,-0.04257478108477534,0.04257478108477534,0.47798498309237486,1.0,0.8365087090488208,False
f_named_entity_hint,0.04224116597376524,0.04224116597376524,0.4814438613230623,1.0,0.8365087090488208,False
f_difficult_word_ratio,0.04118204324099271,0.04118204324099271,0.49251392631703705,1.0,0.8371890124637473,False
f_polysyllable_count,0.041052110014410025,0.041052110014410025,0.4938812879282538,1.0,0.8371890124637473,False
f_lexical_rarity_score,0.0401125959514305,0.0401125959514305,0.5038281638608396,1.0,0.8401782807403229,False
f_has_temporal_constraint,0.03916153081949001,0.03916153081949001,0.5140034252081876,1.0,0.8401782807403229,False
f_temporal_type=none,-0.03916153081949001,0.03916153081949001,0.5140034252081876,1.0,0.8401782807403229,False
f_distinct_entity_types,0.038158645607710755,0.038158645607710755,0.5248471302129897,1.0,0.8401782807403229,False
f_domain_hint=science,-0.038064871969834685,0.038064871969834685,0.5258669814705618,1.0,0.8401782807403229,False
f_has_math_expression,-0.03627687094668769,0.03627687094668769,0.5455035290695055,1.0,0.8545416995151872,False
f_distinct_wh_count,-0.036076314173077176,0.036076314173077176,0.5477284836493158,1.0,0.8545416995151872,False
f_has_dangling_reference,-0.0355758126906089,0.0355758126906089,0.5533003809810565,1.0,0.8545416995151872,False
f_quoted_span_word_count,0.03464983756802648,0.03464983756802648,0.5636811905062686,1.0,0.8610075327513335,False
f_entity_work_count,0.0339439959548545,0.0339439959548545,0.5716563340788193,1.0,0.8636981569234335,False
f_has_code_span,0.03247330388694148,0.03247330388694148,0.588442637324105,1.0,0.879500285893017,False
f_is_formula_setup,-0.031127669428178913,0.031127669428178913,0.6039970516534053,1.0,0.8870807305100334,False
f_definite_np_without_entity_count,0.03086579709465022,0.03086579709465022,0.6070453008302552,1.0,0.8870807305100334,False
f_char_entropy,0.030250018195781814,0.030250018195781814,0.6142398719943636,1.0,0.8870807305100334,False
f_has_length_limit,-0.0295213952754812,0.0295213952754812,0.6228007764420136,1.0,0.8870807305100334,False
f_boolean_operator_count,0.029198528803656865,0.029198528803656865,0.6266106433285974,1.0,0.8870807305100334,False
f_wh_word_count,-0.027954284600839218,0.027954284600839218,0.6413850442896681,1.0,0.8870807305100334,False
f_temporal_risk_score,0.02780962973282385,0.02780962973282385,0.643112054535023,1.0,0.8870807305100334,False
f_option_length_spread,-0.027358605253107095,0.027358605253107095,0.6485090506028781,1.0,0.8870807305100334,False
f_digit_char_ratio,-0.02715501093041752,0.02715501093041752,0.6509513274246288,1.0,0.8870807305100334,False
f_has_date_like,0.025261717439242708,0.025261717439242708,0.6738386363738241,1.0,0.9059375431124365,False
f_anchor_density,-0.024934650706488235,0.024934650706488235,0.6778237732639812,1.0,0.9059375431124365,False
f_quoted_span_count,0.02415516143964088,0.02415516143964088,0.6873574861558721,1.0,0.9099303864349164,False
f_hedge_word_count,0.02290303865403108,0.02290303865403108,0.7027753133151694,1.0,0.9209477832729458,False
f_percent_count,-0.022405903560063195,0.022405903560063195,0.7089310274115482,1.0,0.9209477832729458,False
f_question_complexity_score,-0.02178774582389043,0.02178774582389043,0.7166116977824439,1.0,0.9223057962199973,False
f_question_category_score,-0.02117638109392603,0.02117638109392603,0.7242361143422722,1.0,0.9235671549869342,False
f_nested_modifier_depth,-0.020473479240369654,0.020473479240369654,0.7330358035481795,1.0,0.9262906972108814,False
f_long_word_ratio,0.019685406422083492,0.019685406422083492,0.742943364230292,1.0,0.9303525011532484,False
f_template_repetition_score,0.01824793938847514,0.01824793938847514,0.7611234851765417,1.0,0.9410876736422092,False
f_retrieval_anchor_score,-0.017754181230696407,0.017754181230696407,0.767399175024287,1.0,0.9410876736422092,False
f_question_type=which,0.017406505213773942,0.017406505213773942,0.7718273006849774,1.0,0.9410876736422092,False
f_has_exclusion,-0.01597224439881653,0.01597224439881653,0.7901713357632991,1.0,0.9550766580095529,False
f_requires_synthesis_flag,0.014696317074777084,0.014696317074777084,0.8065884193514328,1.0,0.9660237202272443,False
f_anchor_free_flag,0.014189939231683709,0.014189939231683709,0.813127879615738,1.0,0.9660237202272443,False
f_n_lines,0.012257777363478637,0.012257777363478637,0.8381956840217614,1.0,0.9782226048669724,False
f_conditional_flag,-0.010660607478632496,0.010660607478632496,0.8590425262833655,1.0,0.9782226048669724,False
f_tokens_per_word,-0.010489798659171285,0.010489798659171285,0.8612780491723736,1.0,0.9782226048669724,False
f_max_parse_depth,0.010438323363569939,0.010438323363569939,0.8619519685844635,1.0,0.9782226048669724,False
f_has_enumeration_request,-0.010395950513089388,0.010395950513089388,0.8625067929586888,1.0,0.9782226048669724,False
f_has_output_format_request,0.00965568706857685,0.00965568706857685,0.8722103507179162,1.0,0.9782226048669724,False
f_numeral_count,0.00962149564567659,0.00962149564567659,0.8726590144137021,1.0,0.9782226048669724,False
f_avg_words_per_sentence,0.008951767701214903,0.008951767701214903,0.8814552982653847,1.0,0.9801782916711078,False
f_temporal_type=relative,-0.006568135204626897,0.006568135204626897,0.9128729870071971,1.0,0.9856090107131763,False
f_acronym_count,0.006138831224534792,0.006138831224534792,0.9185473429858281,1.0,0.9856090107131763,False
f_instruction_char_ratio,-0.005505869754603059,0.005505869754603059,0.9269210056768619,1.0,0.9856090107131763,False
f_n_options,0.003697389309429096,0.003697389309429096,0.9508872729431701,1.0,0.9856090107131763,False
f_mc_option_count,0.003697389309429096,0.003697389309429096,0.9508872729431701,1.0,0.9856090107131763,False
f_language_code=en,0.0030817859659322193,0.0030817859659322193,0.9590565270021726,1.0,0.9856090107131763,False
f_is_english,0.0030817859659322193,0.0030817859659322193,0.9590565270021726,1.0,0.9856090107131763,False
f_politeness_filler_count,-0.0030817859659322193,0.0030817859659322193,0.9590565270021726,1.0,0.9856090107131763,False
f_flesch_reading_ease,0.002874943244709871,0.002874943244709871,0.9618023990308617,1.0,0.9856090107131763,False
f_dale_chall_score,0.002772465384659488,0.002772465384659488,0.9631629788972096,1.0,0.9856090107131763,False
f_instruction_line_count,-0.002684054965542302,0.002684054965542302,0.9643368737913092,1.0,0.9856090107131763,False
f_entity_place_count,-0.0005795571704110115,0.0005795571704110115,0.9922969719212753,1.0,0.9998885078449915,False
f_stopword_ratio,0.00025787573696496417,0.00025787573696496417,0.9965724716052328,1.0,0.9998885078449915,False
f_avg_syllables_per_word,-8.388270050881191e-06,8.388270050881191e-06,0.9998885078449915,1.0,0.9998885078449915,False
