feature,auc,auc_abs,ci_lo,ci_hi,p,coverage,n,q,significant
f_difficult_word_count,0.5318340065236334,0.5318340065236334,,,6.18770506689124e-16,1.0,21068,1.1069116841883219e-15,True
f_contains_negation,0.5316593886462883,0.5316593886462883,,,3.729607842892536e-77,1.0,21068,1.1329563447277325e-76,True
f_negation_count,0.5316322630141663,0.5316322630141663,,,5.251379372102669e-77,1.0,21068,1.5656890350157956e-76,True
f_unresolved_pronoun_count,0.5314374180666227,0.5314374180666227,,,6.650019472952915e-103,1.0,21068,2.23052736488629e-102,True
f_conditional_flag,0.5299031706853997,0.5299031706853997,,,9.110471899910092e-97,1.0,21068,2.9335719517710496e-96,True
f_content_word_count,0.47077807920172715,0.5292219207982729,,,1.4431869185889186e-13,1.0,21068,2.4458220409770095e-13,True
f_mtld,0.5287259723223386,0.5287259723223386,,,5.008068097446888e-13,1.0,21068,8.312360450401536e-13,True
f_domain_hint=everyday,0.4733244731346117,0.5266755268653883,,,8.039238260982494e-42,1.0,21068,1.8490248000259737e-41,True
f_ends_with_question_mark,0.5260110119612682,0.5260110119612682,,,1.3300199481542566e-43,1.0,21068,3.1033798790265987e-43,True
f_has_relative_recency,0.5254888931080312,0.5254888931080312,,,2.9154519824141723e-62,1.0,21068,7.823129486144696e-62,True
f_domain_hint=science,0.5240649325992026,0.5240649325992026,,,1.273230711222934e-68,1.0,21068,3.5963183246823222e-68,True
f_root_type_token_ratio,0.5201282328661802,0.5201282328661802,,,4.137099584906463e-07,1.0,21068,6.167342899721671e-07,True
f_question_length_chars,0.5193564680790427,0.5193564680790427,,,1.1361489340086887e-06,1.0,21068,1.662908894321808e-06,True
f_has_date_like,0.4811087905828745,0.5188912094171255,,,1.7394858965595222e-58,1.0,21068,4.4453528467632234e-58,True
f_constraint_count,0.4814252142357191,0.5185747857642808,,,3.0082222694668007e-07,1.0,21068,4.5263905176089246e-07,True
f_oov_like_count,0.5177930719080862,0.5177930719080862,,,6.533054167807386e-13,1.0,21068,1.073287470425499e-12,True
f_question_type=where,0.5177045756597684,0.5177045756597684,,,6.9669624777567755e-50,1.0,21068,1.7256630137212937e-49,True
f_word_entropy,0.5174437054817461,0.5174437054817461,,,1.1460771230562166e-05,1.0,21068,1.6045079722787033e-05,True
f_question_category=Creative,0.48267514714258586,0.5173248528574141,,,1.0304798058365866e-57,1.0,21068,2.5923007615576634e-57,True
f_is_wh_question,0.4833871273970002,0.5166128726029998,,,4.9893624856844455e-29,1.0,21068,1.0298555899938407e-28,True
f_question_type=other,0.5166128726029998,0.5166128726029998,,,4.9893624856844455e-29,1.0,21068,1.0298555899938407e-28,True
f_is_yes_no_question,0.5158534269982912,0.5158534269982912,,,1.8525598809941314e-72,1.0,21068,5.42294801527373e-72,True
f_primary_task_verb=give,0.515141446743877,0.515141446743877,,,1.6772878683901955e-60,1.0,21068,4.355537851787443e-60,True
f_jargon_ratio,0.48507088116922037,0.5149291188307796,,,0.00015645297508475668,1.0,21068,0.00020990774157204857,True
f_question_type=when,0.5126257831782798,0.5126257831782798,,,2.867095955183681e-39,1.0,21068,6.411145122007954e-39,True
f_temporal_type=range,0.48751661287260306,0.5124833871273969,,,4.441177187465932e-18,1.0,21068,8.125335536159262e-18,True
f_politeness_filler_count,0.5120469843704812,0.5120469843704812,,,2.40558907462678e-27,1.0,21068,4.9025296331001466e-27,True
f_question_type_secondary=how,0.5109170305676856,0.5109170305676856,,,4.835496964653171e-46,1.0,21068,1.1448750166311183e-45,True
f_temporal_expression_count,0.48951859266525066,0.5104814073347493,,,0.0017226323546494324,1.0,21068,0.002273309910643923,True
f_question_type_secondary=what,0.5096829314600342,0.5096829314600342,,,2.465860653827675e-25,1.0,21068,4.962544565828196e-25,True
f_vague_quantifiers_count,0.5095866444778396,0.5095866444778396,,,1.673160038613483e-08,1.0,21068,2.615327827347289e-08,True
f_hedge_word_count,0.5095328933706,0.5095328933706,,,1.4980047538993341e-13,1.0,21068,2.512278806018675e-13,True
f_question_type_secondary=when,0.5094456047085628,0.5094456047085628,,,1.6651149768683313e-19,1.0,21068,3.191470372330968e-19,True
f_question_type_secondary=which,0.4921207518511487,0.5078792481488513,,,5.719735177951977e-18,1.0,21068,1.0346936670227732e-17,True
f_is_comparison,0.5065976836909056,0.5065976836909056,,,1.0776039541846883e-11,1.0,21068,1.734942366237348e-11,True
f_question_mark_count,0.4934033526704545,0.5065966473295456,,,3.299466394682636e-05,1.0,21068,4.579431806412969e-05,True
f_vague_term_count,0.5064041454598595,0.5064041454598595,,,1.8086631820828585e-12,1.0,21068,2.941361336518588e-12,True
f_unit_count,0.4940650964344158,0.5059349035655842,,,3.548998597069055e-19,1.0,21068,6.64405551311765e-19,True
f_type_token_ratio,0.4941089255081117,0.5058910744918883,,,0.12094343497215067,1.0,21068,0.1486404048131012,False
f_question_type_secondary=who,0.4945414847161572,0.5054585152838428,,,7.484223619227075e-10,1.0,21068,1.1930297056391672e-09,True
f_question_type_secondary=why,0.5045092082779571,0.5045092082779571,,,6.390190652108039e-21,1.0,21068,1.2546593841334077e-20,True
f_temporal_risk_score,0.5044451025689541,0.5044451025689541,,,0.182738483688219,1.0,21068,0.22120974341205457,False
f_domain_hint=business,0.5039870894247199,0.5039870894247199,,,7.498377297708917e-05,1.0,21068,0.00010144863402782652,True
f_has_length_limit,0.49606037592557434,0.5039396240744256,,,1.968822530289862e-06,1.0,21068,2.855679525915926e-06,True
f_question_category=Comparison,0.5038921587241314,0.5038921587241314,,,3.85522202991556e-06,1.0,21068,5.444655673828115e-06,True
f_language_confidence,0.49639649495018057,0.5036035050498194,,,5.393009281110997e-07,1.0,21068,7.965821048246519e-07,True
f_question_type=whose,0.49644009872792855,0.5035599012720715,,,6.4835717233229695e-15,1.0,21068,1.1470934587417561e-14,True
f_domain_hint=history,0.49667742547939997,0.5033225745206,,,0.08119288272479586,1.0,21068,0.10292955998970184,False
f_output_format=letter,0.4967248908296943,0.5032751091703057,,,1.5753824804532254e-14,1.0,21068,2.7569193407931444e-14,True
f_core_question_ratio,0.5030840401828479,0.5030840401828479,,,2.5823744322253276e-14,1.0,21068,4.4705621891212666e-14,True
f_id_like_token_count,0.4970072091819525,0.5029927908180475,,,2.8521678765367545e-06,1.0,21068,4.0999913225215845e-06,True
f_output_format=report,0.50299031706854,0.50299031706854,,,3.0408915375996294e-14,1.0,21068,5.208335505888727e-14,True
f_requires_synthesis_flag,0.5028953863679514,0.5028953863679514,,,2.546160451715356e-07,1.0,21068,3.867281440812946e-07,True
f_distinct_wh_count,0.5028564011571344,0.5028564011571344,,,0.24702079293935042,1.0,21068,0.2967936392778763,False
f_missing_subject_flag,0.49724700968293145,0.5027529903170685,,,8.973058831381393e-10,1.0,21068,1.4163357567180435e-09,True
f_currency_count,0.4979116822942149,0.5020883177057851,,,2.1976184156997345e-08,1.0,21068,3.4020823550736273e-08,True
f_is_multi_part,0.5018036833111829,0.5018036833111829,,,0.41837315441011846,1.0,21068,0.4710355095106928,False
f_question_category=Coding,0.5017562179608885,0.5017562179608885,,,0.004046857835329431,1.0,21068,0.005297106597463726,True
f_has_citation_request,0.49833871273970004,0.5016612872602999,,,0.009750453792954939,1.0,21068,0.012659863392465685,True
f_wh_word_count,0.4983720340103878,0.5016279659896121,,,0.5205285900185141,1.0,21068,0.5779662275377985,False
f_has_temporal_constraint,0.4983861780899943,0.5016138219100057,,,0.6232310653706139,1.0,21068,0.68258640492972,False
f_question_type=whom,0.4983861780899943,0.5016138219100057,,,3.6104588334806137e-06,1.0,21068,5.1441050636316704e-06,True
f_question_type_secondary=whose,0.4984336434402886,0.5015663565597114,,,2.3707380777818196e-08,1.0,21068,3.6351317192654564e-08,True
f_temporal_type=none,0.5013764951585342,0.5013764951585342,,,0.6748356710508427,1.0,21068,0.7291848526119844,False
f_has_math_expression,0.49867097019176004,0.50132902980824,,,0.045582813494632335,1.0,21068,0.058244706132030206,False
f_has_dangling_reference,0.5012340991076514,0.5012340991076514,,,0.09941731845300611,1.0,21068,0.12504834586667174,False
f_domain_hint=medical,0.49900322764382,0.50099677235618,,,0.11092704526494769,1.0,21068,0.1384438316872603,False
f_question_category=Translation,0.49900322764382005,0.5009967723561799,,,0.0013475659489474267,1.0,21068,0.0017930422957069066,True
f_has_enumeration_request,0.49909815834440857,0.5009018416555915,,,0.4294465381529381,1.0,21068,0.48014508779599324,False
f_question_category=Summarization,0.5008543763052972,0.5008543763052972,,,5.656095364757321e-05,1.0,21068,7.717214862084141e-05,True
f_domain_hint=finance,0.49914562369470283,0.5008543763052972,,,0.35757589655667166,1.0,21068,0.41417064277427434,False
f_has_exclusion,0.500806910955003,0.500806910955003,,,0.11193493453657449,1.0,21068,0.13862711123375765,False
f_has_file_path,0.49919308904499715,0.5008069109550028,,,3.71300242992677e-05,1.0,21068,5.109345224087265e-05,True
f_question_category=Definition,0.49924055439529147,0.5007594456047085,,,0.6634599296604344,1.0,21068,0.7217368153738509,False
f_domain_hint=tech,0.5006170495538257,0.5006170495538257,,,0.2883701904382747,1.0,21068,0.34137941662178106,False
f_question_type_secondary=where,0.4993829504461743,0.5006170495538257,,,0.18130500408223993,1.0,21068,0.22113716407000478,False
f_sub_question_count,0.4993949497083571,0.5006050502916428,,,0.8148125197313432,1.0,21068,0.8687736137532863,False
f_aggregation_flag,0.5003797228023542,0.5003797228023542,,,0.8349103901940016,1.0,21068,0.8843458738239096,False
f_domain_hint=legal,0.50033225745206,0.50033225745206,,,0.6127330592427221,1.0,21068,0.6756850858772484,False
f_is_imperative,0.49966774254794,0.50033225745206,,,0.7174307020027637,1.0,21068,0.7700422868162997,False
f_language_code=en,0.49971520789823426,0.5002847921017657,,,0.3758416997655578,1.0,21068,0.4291525791649277,False
f_output_format=table,0.5002847921017657,0.5002847921017657,,,0.385953325676445,1.0,21068,0.43759496784442004,False
f_is_english,0.49971520789823426,0.5002847921017657,,,0.3758416997655578,1.0,21068,0.4291525791649277,False
f_has_chain_of_thought_cue,0.5001898614011772,0.5001898614011772,,,0.045490012061860596,1.0,21068,0.058244706132030206,False
f_has_code_span,0.4998576039491171,0.5001423960508828,,,0.25678656244331155,1.0,21068,0.3062417522472086,False
f_question_category=Math,0.5001423960508828,0.5001423960508828,,,0.8565273302248655,1.0,21068,0.9013130729817211,False
f_has_output_format_request,0.4999050692994115,0.5000949307005885,,,0.8907090233602302,1.0,21068,0.9311957971493315,False
f_has_url,0.49995253464970574,0.5000474653502942,,,0.3173564509443161,1.0,21068,0.37024919276836876,False
f_boolean_operator_count,0.49995253464970574,0.5000474653502942,,,0.3173564509443161,1.0,21068,0.37024919276836876,False
f_instruction_char_ratio,0.5000000360473517,0.5000000360473517,,,0.9998125126615011,1.0,21068,1.0,False
f_instruction_line_count,0.49999998197632417,0.5000000180236759,,,0.9999196482816518,1.0,21068,1.0,False
f_percent_count,0.49999999549408114,0.5000000045059189,,,1.0,1.0,21068,1.0,False
f_question_length_words,0.5,0.5,,,1.0,1.0,21068,1.0,False
f_is_readability_reliable,0.5,0.5,,,1.0,1.0,21068,1.0,False
f_has_role_prompt,0.5,0.5,,,1.0,1.0,21068,1.0,False
f_prompt_contains_system_instructions,0.5,0.5,,,1.0,1.0,21068,1.0,False
