feature,spearman,abs_spearman,p,coverage,q,significant
f_has_output_format_request,-0.07471655984175751,0.07471655984175751,0.21261864510699321,1.0,0.7204766570737141,False
f_unresolved_pronoun_count,-0.07471312641300117,0.07471312641300117,0.21263972169025303,1.0,0.7204766570737141,False
f_has_math_expression,-0.07417717802826373,0.07417717802826373,0.2159481390860284,1.0,0.7204766570737141,False
f_is_multi_part,-0.07230319752870076,0.07230319752870076,0.22780565961026036,1.0,0.7204766570737141,False
f_n_clauses,0.07209209418132506,0.07209209418132506,0.22916977532711572,1.0,0.7204766570737141,False
f_contains_negation,0.0716794035233763,0.0716794035233763,0.23185319358387863,1.0,0.7204766570737141,False
f_wh_word_count,-0.07122109870528925,0.07122109870528925,0.23485912233098058,1.0,0.7204766570737141,False
f_jargon_ratio,0.07017773872941362,0.07017773872941362,0.24180439313578556,1.0,0.7204766570737141,False
f_vague_quantifiers_count,0.06828239822436691,0.06828239822436691,0.25478601805652784,1.0,0.7204766570737141,False
f_question_length_chars,0.06785368309994103,0.06785368309994103,0.257788029179236,1.0,0.7204766570737141,False
f_option_mean_chars,0.06780880144051274,0.06780880144051274,0.2581037111426457,1.0,0.7204766570737141,False
f_question_category_score,-0.0678084283099871,0.0678084283099871,0.2581063367297715,1.0,0.7204766570737141,False
f_question_category=Fact Retrieval,0.06698023354349229,0.06698023354349229,0.2639794906177373,1.0,0.7204766570737141,False
f_uppercase_char_ratio,-0.06671607930990824,0.06671607930990824,0.26587187707431625,1.0,0.7204766570737141,False
f_question_mark_count,-0.06666807646500984,0.06666807646500984,0.2662167617601031,1.0,0.7204766570737141,False
f_anchor_density,-0.06660927561447116,0.06660927561447116,0.26663964373593213,1.0,0.7204766570737141,False
f_min_word_zipf,-0.06593010907078148,0.06593010907078148,0.2715573719721094,1.0,0.7204766570737141,False
f_tokens_per_word,-0.06592154210167774,0.06592154210167774,0.2716197959313728,1.0,0.7204766570737141,False
f_multi_need_score,0.06429606745377796,0.06429606745377796,0.28364106857963994,1.0,0.7204766570737141,False
f_digit_char_ratio,-0.06348753923461643,0.06348753923461643,0.28975206456644875,1.0,0.7204766570737141,False
f_coleman_liau_index,0.06334890122136853,0.06334890122136853,0.2908087042125132,1.0,0.7204766570737141,False
f_question_category=Comparison,-0.06293925174087125,0.06293925174087125,0.29394592334234565,1.0,0.7204766570737141,False
f_whitespace_ratio,-0.062595140873071,0.062595140873071,0.29659861108918806,1.0,0.7204766570737141,False
f_long_word_ratio,0.06086638809525416,0.06086638809525416,0.31016563893048704,1.0,0.7204766570737141,False
f_percent_count,-0.060209438819176474,0.060209438819176474,0.31542649995394184,1.0,0.7204766570737141,False
f_oov_like_count,0.0601663450920706,0.0601663450920706,0.3157736209183124,1.0,0.7204766570737141,False
f_proper_noun_token_count,-0.05966228309571084,0.05966228309571084,0.31985237082932816,1.0,0.7204766570737141,False
f_underspecification_score,-0.05947657358847753,0.05947657358847753,0.32136368876669263,1.0,0.7204766570737141,False
f_constraint_count,-0.05806183994658447,0.05806183994658447,0.3330288640340946,1.0,0.7347779698530024,False
f_question_length_words,0.05702177919440088,0.05702177919440088,0.3417758881728523,1.0,0.7422945071254137,False
f_max_word_len,0.054933640248870784,0.054933640248870784,0.3597743030224539,1.0,0.7685464834097121,False
f_avg_chars_per_word,0.05382003938617291,0.05382003938617291,0.36961048435519944,1.0,0.7685464834097121,False
f_distinct_entity_types,-0.05372579742369022,0.05372579742369022,0.3704504632262641,1.0,0.7685464834097121,False
f_polysyllable_count,0.05210624904563499,0.05210624904563499,0.38506919503532144,1.0,0.7809842557045881,False
f_type_token_ratio,-0.05152418460173565,0.05152418460173565,0.390407679619824,1.0,0.7809842557045881,False
f_n_lines,-0.051210685416470794,0.051210685416470794,0.3933014237361235,1.0,0.7809842557045881,False
f_temporal_risk_score,-0.049402801847528495,0.049402801847528495,0.4102397109844668,1.0,0.7909770172513,False
f_is_hypothetical_scenario,0.048832191551475106,0.048832191551475106,0.41567405428444404,1.0,0.7909770172513,False
f_is_yes_no_question,0.047690474641862844,0.047690474641862844,0.4266735478401293,1.0,0.7909770172513,False
f_question_complexity_score,0.04735807302411423,0.04735807302411423,0.42990740236234964,1.0,0.7909770172513,False
f_flesch_reading_ease,-0.04636375476822586,0.04636375476822586,0.43966497625242734,1.0,0.7909770172513,False
f_id_like_token_count,0.04605776692060395,0.04605776692060395,0.4426929829392943,1.0,0.7909770172513,False
f_root_type_token_ratio,0.045271037830397334,0.045271037830397334,0.4505325398501435,1.0,0.7909770172513,False
f_word_entropy,0.04526804064257133,0.04526804064257133,0.4505625548274365,1.0,0.7909770172513,False
f_entity_count,-0.04503209598467648,0.04503209598467648,0.452928925828159,1.0,0.7909770172513,False
f_causal_flag,0.044802473994218474,0.044802473994218474,0.45523857107988486,1.0,0.7909770172513,False
f_template_repetition_score,-0.04198333203497919,0.04198333203497919,0.48412630389106637,1.0,0.8139283249071112,False
f_option_length_spread,0.04163159730909731,0.04163159730909731,0.4877986285657112,1.0,0.8139283249071112,False
f_has_enumeration_request,-0.04146959784777542,0.04146959784777542,0.48949501641956034,1.0,0.8139283249071112,False
f_is_formula_setup,-0.041243265048033904,0.041243265048033904,0.49187035462012474,1.0,0.8139283249071112,False
f_temporal_type=range,0.03894386032778837,0.03894386032778837,0.5163471008615097,1.0,0.8443793767029395,False
f_has_date_like,-0.03689156851596362,0.03689156851596362,0.5387120505842911,1.0,0.870709011990889,False
f_is_imperative,0.03566725918257707,0.03566725918257707,0.5522802815949401,1.0,0.8788432578081292,False
f_avg_syllables_per_word,0.03475950494470058,0.03475950494470058,0.562446886619385,1.0,0.8788432578081292,False
f_has_dangling_reference,-0.03405678038340438,0.03405678038340438,0.5703784330557556,1.0,0.8788432578081292,False
f_stopword_ratio,0.032006096443068004,0.032006096443068004,0.5938222945413844,1.0,0.8788432578081292,False
f_n_options,-0.031172804063731498,0.031172804063731498,0.6034723665483482,1.0,0.8788432578081292,False
f_mc_option_count,-0.031172804063731498,0.031172804063731498,0.6034723665483482,1.0,0.8788432578081292,False
f_mtld,-0.030936288006116388,0.030936288006116388,0.6062240997137152,1.0,0.8788432578081292,False
f_rare_word_ratio,0.03086009491051399,0.03086009491051399,0.6071117514164744,1.0,0.8788432578081292,False
f_context_token_count,0.02990103672810982,0.02990103672810982,0.6183337789846914,1.0,0.8788432578081292,False
f_entity_place_count,-0.029719643262208592,0.029719643262208592,0.6204663829998347,1.0,0.8788432578081292,False
f_definite_np_without_entity_count,0.029629552059553053,0.029629552059553053,0.6215267480959196,1.0,0.8788432578081292,False
f_numeral_count,-0.029240122436035645,0.029240122436035645,0.6261192737486785,1.0,0.8788432578081292,False
f_requires_synthesis_flag,0.02779417711488205,0.02779417711488205,0.6432966543995859,1.0,0.8788432578081292,False
f_avg_words_per_sentence,0.027321035177431004,0.027321035177431004,0.6489594518926577,1.0,0.8788432578081292,False
f_anchor_count,-0.026194613933061116,0.026194613933061116,0.6625220106894522,1.0,0.8788432578081292,False
f_politeness_filler_count,-0.026082800791290047,0.026082800791290047,0.6638744033802415,1.0,0.8788432578081292,False
f_language_code=en,0.026082800791290047,0.026082800791290047,0.6638744033802415,1.0,0.8788432578081292,False
f_has_chain_of_thought_cue,-0.026082800791290047,0.026082800791290047,0.6638744033802415,1.0,0.8788432578081292,False
f_is_english,0.026082800791290047,0.026082800791290047,0.6638744033802415,1.0,0.8788432578081292,False
f_acronym_count,0.024256032025543474,0.024256032025543474,0.686120938295624,1.0,0.8794522224215505,False
f_max_bpe_fertility,0.023553874511591136,0.023553874511591136,0.6947456835113318,1.0,0.8794522224215505,False
f_currency_count,-0.02341963095687145,0.02341963095687145,0.6963991509930124,1.0,0.8794522224215505,False
f_dale_chall_score,-0.02295892140119471,0.02295892140119471,0.7020845536291077,1.0,0.8794522224215505,False
f_has_code_span,0.022642555737367426,0.022642555737367426,0.7059983237900638,1.0,0.8794522224215505,False
f_stem_word_count,0.02247729217672568,0.02247729217672568,0.7080458921238554,1.0,0.8794522224215505,False
f_retrieval_difficulty_score,-0.022430713124501456,0.022430713124501456,0.7086233734619688,1.0,0.8794522224215505,False
f_is_definition_ask,-0.021491536071623133,0.021491536071623133,0.7203023184155464,1.0,0.8860355952191233,False
f_n_sentences,0.020584810035637887,0.020584810035637887,0.7316396811881518,1.0,0.8920869796943255,False
f_language_confidence,-0.019540060396465983,0.019540060396465983,0.7447753280467078,1.0,0.8937556360526538,False
f_domain_hint=science,0.019453422256837157,0.019453422256837157,0.7458680128209197,1.0,0.8937556360526538,False
f_gunning_fog,0.016910673388281533,0.016910673388281533,0.7781551682411988,1.0,0.907368149606558,False
f_temporal_type=relative,-0.016785890285811934,0.016785890285811934,0.7797499910770442,1.0,0.907368149606558,False
f_entity_work_count,-0.01661972729511451,0.01661972729511451,0.7818751113350935,1.0,0.907368149606558,False
f_has_temporal_constraint,-0.01550984089773294,0.01550984089773294,0.7961107012517888,1.0,0.907368149606558,False
f_temporal_type=none,0.01550984089773294,0.01550984089773294,0.7961107012517888,1.0,0.907368149606558,False
f_instruction_char_ratio,-0.015487725080426328,0.015487725080426328,0.7963950665611517,1.0,0.907368149606558,False
f_year_count,-0.012075065052505763,0.012075065052505763,0.8405750846088055,1.0,0.940444801071514,False
f_quoted_span_word_count,0.011707436792676312,0.011707436792676312,0.8453669538887262,1.0,0.940444801071514,False
f_instruction_line_count,-0.011222898542527513,0.011222898542527513,0.8516913662151343,1.0,0.940444801071514,False
f_unit_count,0.010716968596767731,0.010716968596767731,0.8583051251747158,1.0,0.940444801071514,False
f_temporal_expression_count,-0.010359838339358005,0.010359838339358005,0.8629796941391963,1.0,0.940444801071514,False
f_non_ascii_ratio,-0.010127674942967256,0.010127674942967256,0.8660211117780848,1.0,0.940444801071514,False
f_hedge_word_count,0.007603492974559997,0.007603492974559997,0.8992067843927735,1.0,0.968912736671283,False
f_question_type=which,0.006037888203292151,0.006037888203292151,0.9198821747254909,1.0,0.9780451129408054,False
f_entity_person_count,-0.005252376572016873,0.005252376572016873,0.9302768646314367,1.0,0.9780451129408054,False
f_mean_word_zipf,0.0049179766525965785,0.0049179766525965785,0.9347056812477585,1.0,0.9780451129408054,False
f_has_exclusion,-0.004833309892446926,0.004833309892446926,0.93582733828149,1.0,0.9780451129408054,False
f_quoted_span_count,0.003654482749892456,0.003654482749892456,0.9514565002751417,1.0,0.9800466363514273,False
f_vague_term_count,0.003412941357304839,0.003412941357304839,0.9546614025574794,1.0,0.9800466363514273,False
f_is_comparison,-0.00309398853020998,0.00309398853020998,0.9588945506747779,1.0,0.9800466363514273,False
f_has_citation_request,-0.0013657643718266175,0.0013657643718266175,0.9818485876091353,1.0,0.9914236999454215,False
f_named_entity_hint,0.0011819531041417572,0.0011819531041417572,0.9842911553414976,1.0,0.9914236999454215,False
f_lexical_rarity_score,3.465074932999795e-05,3.465074932999795e-05,0.9995394418049066,1.0,0.9995394418049066,False
