feature,auc,auc_abs,ci_lo,ci_hi,p,coverage,n,q,significant
f_flesch_reading_ease,0.5270781281653049,0.5270781281653049,0.4798224881379304,0.5705837249348334,0.20726268161365113,1.0,900,0.35459398541130677,False
f_year_count,0.5267681201235122,0.5267681201235122,0.4855758636111452,0.5650813629756335,0.19367935193214514,1.0,900,0.34378084967955763,False
f_digit_char_ratio,0.52492648819207,0.52492648819207,0.47532014888082474,0.5788223343692227,0.24479018201754377,1.0,900,0.3995425959366807,False
f_avg_syllables_per_word,0.4757487768494589,0.5242512231505412,0.4321476692490084,0.5210808333928945,0.2582510840801201,1.0,900,0.4074628215486339,False
f_proper_noun_token_count,0.5242328068312266,0.5242328068312266,0.4801953746017645,0.5694709596042696,0.253568724286775,1.0,900,0.4074628215486339,False
f_entity_person_count,0.5231953541765142,0.5231953541765142,0.481956527932233,0.5655457625492689,0.2566605853195475,1.0,900,0.4074628215486339,False
f_whitespace_ratio,0.48108030129098395,0.5189196987090161,0.44279640137272364,0.5262056301403876,0.37647346172524054,1.0,900,0.5563449803137566,False
f_avg_words_per_sentence,0.4816266520973118,0.5183733479026882,0.4322984850104116,0.5264440012553354,0.3921459430195149,1.0,900,0.5636953590380086,False
f_question_type_secondary=which,0.5183365152640594,0.5183365152640594,0.5006527153946224,0.5359588943824436,0.07269136266372724,1.0,900,0.15639656815529193,False
f_stopword_ratio,0.5155986224593153,0.5155986224593153,0.46876598029565664,0.560544849537301,0.4674335600450642,1.0,900,0.6307982755832972,False
f_min_word_zipf,0.4852209037501765,0.5147790962498235,0.44037297338398473,0.5346962911144101,0.479790349838088,1.0,900,0.6307982755832972,False
f_has_relative_recency,0.5146072106028888,0.5146072106028888,0.48384480098172633,0.5438485001699769,0.35231569258630435,1.0,900,0.5266192457605813,False
f_domain_hint=history,0.514220467897286,0.514220467897286,0.49668148333535583,0.5323988286406398,0.1863631483030178,1.0,900,0.33498186150669024,False
f_question_complexity_score,0.4858317116741049,0.5141682883258951,0.44337184196456736,0.5329437466226083,0.5093707017981455,1.0,900,0.6458092826369344,False
f_entity_place_count,0.5135728273347288,0.5135728273347288,0.469492516530758,0.5512155167900719,0.48420431013084075,1.0,900,0.6307982755832972,False
f_entity_work_count,0.5133487621164035,0.5133487621164035,0.4811920352920118,0.5490293461307916,0.4679513673063317,1.0,900,0.6307982755832972,False
f_long_word_ratio,0.4875444293703461,0.5124555706296539,0.44827348686117546,0.527921908100865,0.5618813070756554,1.0,900,0.6819414154251545,False
f_question_mark_count,0.5124218073775775,0.5124218073775775,0.480175891841382,0.5500280315839087,0.49902043263894424,1.0,900,0.6383864994119827,False
f_sub_question_count,0.5111541507314348,0.5111541507314348,0.475716246785241,0.5450100885638267,0.5455380435378825,1.0,900,0.6756361662206096,False
f_acronym_count,0.5111510813448824,0.5111510813448824,0.4798272028143889,0.5461747501777919,0.544044493103016,1.0,900,0.6756361662206096,False
f_domain_hint=science,0.4891926899489868,0.5108073100510132,0.4732607816537514,0.505007903956864,0.09990005285357735,1.0,900,0.20265439293154264,False
f_question_type=which,0.48929397970521615,0.5107060202947838,0.45888076706866693,0.5215164099787972,0.497592768228436,1.0,900,0.6383864994119827,False
f_unit_count,0.4897206244360003,0.5102793755639997,0.464699917554217,0.5138158065695564,0.44817696687867337,1.0,900,0.6301101910571447,False
f_question_type=who,0.509763718623196,0.509763718623196,0.4830214899143195,0.5332944712152733,0.45669404761042054,1.0,900,0.6307982755832972,False
f_question_type=how,0.49028232217509016,0.5097176778249098,0.4696931155887407,0.506869420074814,0.17061267971459226,1.0,900,0.3135343946904245,False
f_output_format=report,0.5094322248755364,0.5094322248755364,0.4998521770616627,0.5194408596902625,0.10808500681836766,1.0,900,0.21316765233622512,False
f_template_repetition_score,0.4906629261075881,0.5093370738924119,0.4412952051992915,0.5288369008327174,0.6637166049541223,1.0,900,0.7725226057662735,False
f_is_multi_part,0.509300241253783,0.509300241253783,0.4987840907480512,0.5197292775096387,0.16366970647508017,1.0,900,0.3058039252560708,False
f_question_type=what,0.4911417504097631,0.508858249590237,0.4652693098206791,0.5176109484802733,0.4740018004138278,1.0,900,0.6307982755832972,False
f_domain_hint=legal,0.5078146581624197,0.5078146581624197,0.49422694753577107,0.5241135841529381,0.3401367948347568,1.0,900,0.5193486544788759,False
f_domain_hint=business,0.49219761938379,0.50780238061621,0.4683936987123588,0.5131537665497086,0.39299887707579473,1.0,900,0.5636953590380086,False
f_coleman_liau_index,0.4924216846021154,0.5075783153978846,0.4493861849230669,0.5313119200864779,0.724199593382077,1.0,900,0.7971809477539141,False
f_entity_org_count,0.507437123616474,0.507437123616474,0.47069580785214843,0.5516763687916888,0.7150000754699066,1.0,900,0.7932032087244276,False
f_question_type_secondary=when,0.49259357024905004,0.50740642975095,0.4758834483122093,0.5070009053210698,0.31598260233508957,1.0,900,0.4877122775172035,False
f_has_temporal_constraint,0.5071977114653865,0.5071977114653865,0.5,0.5176676708838708,0.009239974686677425,1.0,900,0.024756158594494232,True
f_non_ascii_ratio,0.5070872135495,0.5070872135495,0.4850796180784344,0.53066803892753,0.5568170900757401,1.0,900,0.6816209206099577,False
f_domain_hint=medical,0.4933087373157601,0.5066912626842399,0.4839463464062303,0.5019173169506412,0.22239916957422212,1.0,900,0.37153743622987695,False
f_core_question_ratio,0.5066881932976876,0.5066881932976876,0.4634449006010727,0.5525377044575497,0.7554756538569308,1.0,900,0.8127086579370013,False
f_is_comparison,0.4934529984837231,0.506547001516277,0.4648526630829521,0.5166435396966219,0.6007795098037605,1.0,900,0.7168965579170924,False
f_vague_quantifiers_count,0.4937507289793062,0.5062492710206938,0.4619584805897671,0.5234129138136615,0.7062735040897591,1.0,900,0.7932032087244276,False
f_has_url,0.49394716971866004,0.50605283028134,0.4791791186099448,0.5079274490544001,0.3487248063978332,1.0,900,0.5266192457605813,False
f_question_type_secondary=how,0.5057673773319664,0.5057673773319664,0.48869771600096407,0.5202868199786784,0.38003847246784783,1.0,900,0.5563449803137566,False
f_mtld,0.4942725246932148,0.5057274753067852,0.45306795434514835,0.5398926603008629,0.7897490152665994,1.0,900,0.8368982102078888,False
f_currency_count,0.49437381444944417,0.5056261855505558,0.47848656415964114,0.5114444844337118,0.4785025470730849,1.0,900,0.6307982755832972,False
f_has_file_path,0.49471758574331337,0.5052824142566866,0.47813191211068995,0.5092304102893118,0.42141305681537233,1.0,900,0.5984065406778287,False
f_ends_with_question_mark,0.5049232960300555,0.5049232960300555,0.46974195723619605,0.5378636488379136,0.7796573825614803,1.0,900,0.8324161528100016,False
f_has_length_limit,0.5048987409376362,0.5048987409376362,0.4851841853752716,0.5251959822646456,0.6697445154897745,1.0,900,0.7732009853621787,False
f_question_type_secondary=who,0.4951472998606498,0.5048527001393501,0.47819026535588,0.5105586635574079,0.6240088647888757,1.0,900,0.7384104900001697,False
f_domain_hint=everyday,0.49555552827211946,0.5044444717278805,0.4685492773400816,0.5230380522989718,0.7498791456629067,1.0,900,0.8127086579370013,False
f_rare_word_ratio,0.4958931607928839,0.5041068392071161,0.45215003277768684,0.5395096942175388,0.8482775976624295,1.0,900,0.8857016093240072,False
f_has_citation_request,0.5038305944173997,0.5038305944173997,0.4858221572862208,0.5207855026268694,0.6468909180612101,1.0,900,0.7591612426834036,False
f_domain_hint=finance,0.5038091087115328,0.5038091087115328,0.4787582206007144,0.5231273737288011,0.7342286302380745,1.0,900,0.8020035807215891,False
f_primary_task_verb=generate,0.4963167361371157,0.5036832638628843,0.46037135438981747,0.5315475688080666,0.8337113427106074,1.0,900,0.8769408197400463,False
f_boolean_operator_count,0.4963351524564301,0.5036648475435699,0.4919004485383344,0.5,0.22624540355878475,1.0,900,0.37356799192264456,False
f_question_type_secondary=whose,0.4963904014143733,0.5036095985856267,0.48149598588607984,0.510836198174338,0.5471701346152824,1.0,900,0.6756361662206096,False
f_question_type_secondary=where,0.5031921620144998,0.5031921620144998,0.4834885162034891,0.5194089097004247,0.6772952916187874,1.0,900,0.7756123500795792,False
f_politeness_filler_count,0.5031000804179278,0.5031000804179278,0.4922895034015317,0.5141660451565888,0.5896697660176655,1.0,900,0.7096025997839703,False
f_requires_synthesis_flag,0.5030601783927464,0.5030601783927464,0.4850742380933625,0.5188260929609697,0.7117283862664228,1.0,900,0.7932032087244276,False
f_has_code_span,0.50294968047686,0.50294968047686,0.49550226840107764,0.5108976741246849,0.47079778185301446,1.0,900,0.6307982755832972,False
f_question_type_secondary=what,0.5025537296115998,0.5025537296115998,0.4889539866157776,0.5160452359313361,0.7110744150709192,1.0,900,0.7932032087244276,False
f_has_role_prompt,0.5018416319314422,0.5018416319314422,0.47153432240938475,0.5360078674792208,0.9164674785759876,1.0,900,0.9362473522143183,False
f_has_exclusion,0.5018416319314422,0.5018416319314422,0.4683107843650008,0.5394456690970062,0.9164674785759876,1.0,900,0.9362473522143183,False
f_prompt_contains_system_instructions,0.5018416319314422,0.5018416319314422,0.46666922291260726,0.5401475643119028,0.9164674785759876,1.0,900,0.9362473522143183,False
f_question_category=Reasoning,0.5006507099491097,0.5006507099491097,0.47552220593446065,0.5269657479887276,0.9579205977834461,1.0,900,0.9708856671757894,False
f_question_type=where,0.49979128171443654,0.5002087182855635,0.48564908870572104,0.5124341352930961,0.9761748252692083,1.0,900,0.9761748252692083,False
f_has_email,0.5001872325796967,0.5001872325796967,0.493037688957308,0.5079789445742479,0.9640484441675092,1.0,900,0.9708856671757894,False
