feature,auc,auc_abs,ci_lo,ci_hi,p,coverage,n,q,significant
f_is_wh_question,0.6383727692919894,0.6383727692919894,0.5987115850663097,0.6856400758871948,1.0280125134636132e-26,1.0,900,2.085396813026187e-25,True
f_question_type=other,0.3616272307080107,0.6383727692919893,0.32159265128914033,0.40730129818332594,1.0280125134636132e-26,1.0,900,2.085396813026187e-25,True
f_distinct_wh_count,0.6383268542042915,0.6383268542042915,0.5810504405080322,0.7028230364753891,2.1917034199819143e-10,1.0,900,7.780547140935795e-10,True
f_wh_word_count,0.6374008999357189,0.6374008999357189,0.5750894965164246,0.6943671860240737,8.187511258830956e-10,1.0,900,2.70378278779999e-09,True
f_vague_term_count,0.636168845082494,0.636168845082494,0.6020598108433157,0.668201816955695,8.138398313115156e-13,1.0,900,3.398978119006918e-12,True
f_underspecification_score,0.636168845082494,0.636168845082494,0.6081557195563355,0.669206980953571,8.063533952999754e-13,1.0,900,3.398978119006918e-12,True
f_is_ambiguous,0.6328476537390186,0.6328476537390186,0.60068876149859,0.6709418423106949,1.6713143345445196e-12,1.0,900,6.780761014437765e-12,True
f_temporal_type=relative,0.36843796871652024,0.6315620312834798,0.3239290362286458,0.40709710272842886,1.428020965686149e-26,1.0,900,2.5347372140929145e-25,True
f_stopword_ratio,0.6297789953778812,0.6297789953778812,0.5698595465022991,0.7004525822279203,6.102015820586189e-08,1.0,900,1.8836657533113885e-07,True
f_percent_count,0.6286999908169825,0.6286999908169825,0.5844528794039594,0.6645111243763722,1.8564511565505045e-11,1.0,900,6.937264848162412e-11,True
f_root_type_token_ratio,0.6277204689460957,0.6277204689460957,0.560055618239545,0.6962596945809721,9.921264602921904e-08,1.0,900,2.997488454499809e-07,True
f_conditional_flag,0.6263736263736264,0.6263736263736264,0.590893308080808,0.6617330911946598,1.9009182427613684e-43,1.0,900,8.99767968240381e-42,True
f_rare_word_count,0.6228534696501271,0.6228534696501271,0.5571936648391118,0.6921886251032204,1.611283243132366e-07,1.0,900,4.669433071934611e-07,True
f_uppercase_char_ratio,0.3781413572499923,0.6218586427500077,0.3238694211363988,0.43282498005861714,3.5748206308881587e-07,1.0,900,9.762010184348434e-07,True
f_char_entropy,0.6193792280143255,0.6193792280143255,0.5451689161780456,0.6901598300832602,6.056625970433569e-07,1.0,900,1.592668310743642e-06,True
f_hop_estimate,0.6179405552664605,0.6179405552664605,0.5591904114274365,0.6783974015373417,1.8420124989774367e-07,1.0,900,5.23131549709592e-07,True
f_multi_need_score,0.6136398420520983,0.6136398420520983,0.5424309120062375,0.6719764344728784,4.30456482855035e-07,1.0,900,1.1532985012342446e-06,True
f_causal_flag,0.611734365912639,0.611734365912639,0.5557153212257957,0.6610824328087809,2.7935882725545766e-08,1.0,900,8.815322993394442e-08,True
f_max_bpe_fertility,0.6047093574948728,0.6047093574948728,0.5461111951519378,0.6671879008973787,2.920296946364595e-07,1.0,900,8.131022870270049e-07,True
f_gunning_fog,0.3968134929137715,0.6031865070862286,0.33176917445366366,0.4602280425988062,1.6720034764888097e-05,1.0,900,4.093525752782948e-05,True
f_n_lines,0.6005923046313018,0.6005923046313018,0.5416186065766958,0.6665594097392574,1.5531470488932574e-05,1.0,900,3.869243525313028e-05,True
f_aggregation_flag,0.5997505280235086,0.5997505280235086,0.5506266184175883,0.6485379330883905,1.526949303191013e-06,1.0,900,3.942305473693161e-06,True
f_question_category=Math,0.598373075392574,0.598373075392574,0.5580608156784344,0.6395771163974139,1.4566325944164844e-07,1.0,900,4.3092047584821e-07,True
f_has_enumeration_request,0.40743518320119987,0.5925648167988001,0.3566662626449672,0.4510864135810994,1.1924137856661375e-09,1.0,900,3.8482444901043524e-09,True
f_jargon_ratio,0.5915852949279133,0.5915852949279133,0.5346760650007539,0.650967419742446,0.00013285385387459784,1.0,900,0.0003092663483638179,True
f_temporal_expression_count,0.5839863479139245,0.5839863479139245,0.5146947387601307,0.652565116547797,0.00040331809446764134,1.0,900,0.0009090661811810329,True
f_max_word_len,0.5831751813645963,0.5831751813645963,0.5217601202054328,0.6375009946021201,0.0002822048312029685,1.0,900,0.000646340097271315,True
f_instruction_char_ratio,0.4212785821420919,0.5787214178579081,0.347452403688121,0.4855464073043397,0.0010214600086553877,1.0,900,0.0021976866852888646,True
f_question_category=Fact Retrieval,0.4212938871713245,0.5787061128286755,0.3750480665207804,0.4730749510171675,0.0001273995572945417,1.0,900,0.000301512285597082,True
f_question_complexity_score,0.42552572775414,0.57447427224586,0.36950511645479267,0.4854260418459195,0.0018907781187361354,1.0,900,0.004007320788963153,True
f_nested_modifier_depth,0.5724157458140745,0.5724157458140745,0.5170756564284628,0.6218519597123544,0.0007132654220408547,1.0,900,0.0015825576551531462,True
f_avg_words_per_sentence,0.4351678961706817,0.5648321038293183,0.3825429594217598,0.49371475622405275,0.006835814784167604,1.0,900,0.014067908686257968,True
f_retrieval_anchor_score,0.557929535645413,0.557929535645413,0.488778780013503,0.6212153241642799,0.015655354407042733,1.0,900,0.03175800465428669,True
f_flesch_reading_ease,0.5554807309681962,0.5554807309681962,0.49652586519480313,0.6215717572760301,0.02064511380816355,1.0,900,0.0412902276163271,True
f_max_parse_depth,0.5526186905016989,0.5526186905016989,0.4947604040226719,0.6187092058964669,0.02586060616188354,1.0,900,0.05100286215260365,False
f_anchor_density,0.5507438244207047,0.5507438244207047,0.4894740083890562,0.6149953139657774,0.034266953573964226,1.0,900,0.06665626585620439,False
f_avg_syllables_per_word,0.4494857510177845,0.5505142489822155,0.3847581124719743,0.5093498321137613,0.03492435653165096,1.0,900,0.06701700847965456,False
f_avg_chars_per_word,0.4511846092626037,0.5488153907373963,0.385407992613951,0.5092093542748864,0.04167381061540789,1.0,900,0.07890241476517228,False
f_mtld,0.45372524411521625,0.5462747558847838,0.3837745156072462,0.5232184170244008,0.053563418154004776,1.0,900,0.10007901812985102,False
f_tokens_per_word,0.5458615200955034,0.5458615200955034,0.4773146322420433,0.6062381089342593,0.0550991574428587,1.0,900,0.10161143320631084,False
f_core_question_ratio,0.5428005142489822,0.5428005142489822,0.47181566722573803,0.6098842840359677,0.07415593147824082,1.0,900,0.13500182397320762,False
f_retrieval_difficulty_score,0.5404664972910098,0.5404664972910098,0.4777463604088265,0.5939725852487309,0.09137800159903105,1.0,900,0.16424906616534693,False
f_question_type_secondary=which,0.5377575071168386,0.5377575071168386,0.5178475112125195,0.5564268405703094,0.0009321171215886063,1.0,900,0.002036317404085878,True
f_min_word_zipf,0.46493617802810006,0.5350638219718999,0.39367246922953736,0.5254533455257009,0.13316762954815084,1.0,900,0.23345436291157307,False
f_entity_org_count,0.5326073647800668,0.5326073647800668,0.4763211812461436,0.5941700703472295,0.15147912231180366,1.0,900,0.2623175044911722,False
f_year_min,0.5320698535329148,0.5320698535329148,0.45319319335044483,0.6211118673255466,0.291254232799004,0.6111111111111112,550,0.4290271928385261,False
f_question_type=how,0.46857877498546024,0.5314212250145398,0.44197737185612557,0.4931453078346916,7.217909323882573e-05,1.0,900,0.00017371917355785176,True
f_sub_question_count,0.5311457344883529,0.5311457344883529,0.47959211442034777,0.5858816933675363,0.13054934831673226,1.0,900,0.23172509326219976,False
f_rare_word_ratio,0.4748155743977472,0.5251844256022529,0.3999210306222799,0.5457720110684219,0.2930678711643453,1.0,900,0.4290271928385261,False
f_has_relative_recency,0.5250160702806942,0.5250160702806942,0.48043355928051296,0.5659478097563646,0.15365162049521358,1.0,900,0.26287385675084735,False
f_long_word_ratio,0.47515228504086443,0.5248477149591355,0.41202731233630274,0.5369207936372697,0.29997187596700814,1.0,900,0.4346531264011751,False
f_acronym_count,0.5242584713336802,0.5242584713336802,0.4739505642230669,0.5730342792587244,0.23709913252197046,1.0,900,0.38004783425408717,False
f_whitespace_ratio,0.47587162141479694,0.5241283785852031,0.41164974746313243,0.5294963627873416,0.3123974406887271,1.0,900,0.4436043657779925,False
f_proper_noun_token_count,0.5236768802228413,0.5236768802228413,0.46179415595859774,0.584134617016507,0.31775015961956454,1.0,900,0.4455015740164987,False
f_lexical_rarity_score,0.5236309651351433,0.5236309651351433,0.4500412346716391,0.6031843885675107,0.32420624490222316,1.0,900,0.44696394928267663,False
f_mean_word_zipf,0.5231105941412348,0.5231105941412348,0.45012331495553515,0.6027171772829922,0.3346783048370314,1.0,900,0.4569646085274852,False
f_has_exclusion,0.5229575438489087,0.5229575438489087,0.47222346048177727,0.5716956929255208,0.24087538790752006,1.0,900,0.38004783425408717,False
f_prompt_contains_system_instructions,0.5229575438489087,0.5229575438489087,0.4721002569198851,0.5736254331914954,0.24087538790752006,1.0,900,0.38004783425408717,False
f_has_role_prompt,0.5229575438489087,0.5229575438489087,0.47869146387039835,0.5659975665982357,0.24087538790752006,1.0,900,0.38004783425408717,False
f_entity_person_count,0.5227050108665707,0.5227050108665707,0.4689180421458156,0.5837514536918617,0.32000817288509065,1.0,900,0.4455015740164987,False
f_ends_with_question_mark,0.4775322170865346,0.5224677829134654,0.4256487773050623,0.5264072960971227,0.2526148276752127,1.0,900,0.38571296268688393,False
f_year_max,0.47847255754064066,0.5215274424593593,0.4018653338445798,0.5600411563584403,0.47787057421129986,0.6111111111111112,550,0.5849794960172808,False
f_is_multi_part,0.520891364902507,0.520891364902507,0.5113290575166312,0.5320942332707038,0.005067865323502777,1.0,900,0.010582895234373446,True
f_has_date_like,0.5191848541430714,0.5191848541430714,0.4637274762894561,0.5724444292899723,0.34833645434369886,1.0,900,0.46347129283898697,False
f_domain_hint=everyday,0.4818788453885947,0.5181211546114053,0.44352996980958426,0.5269220217033587,0.24412389432561554,1.0,900,0.3809405823542572,False
f_question_type=which,0.516774312038936,0.516774312038936,0.472734538078888,0.5617891634379043,0.3411477840378796,1.0,900,0.46136176507979904,False
f_temporal_risk_score,0.5166212617466099,0.5166212617466099,0.462260517065997,0.5691127163038671,0.4416340842942824,1.0,900,0.5549738050423726,False
f_year_span,0.4834017382906808,0.5165982617093192,0.4084788911853912,0.5632477599919461,0.563564977112021,0.6111111111111112,550,0.6351287837294205,False
f_year_count,0.4841516422296367,0.5158483577703633,0.4277353512877328,0.5441451672545227,0.4907256489554088,1.0,900,0.5892194868943571,False
f_coleman_liau_index,0.4847561908843246,0.5152438091156755,0.41838374210873575,0.5411838564427037,0.5249085221057894,1.0,900,0.6207751675166273,False
f_named_entity_hint,0.5138280939116593,0.5138280939116593,0.45658074334223536,0.5749911735795706,0.5557331937820682,1.0,900,0.6313129081364294,False
f_has_temporal_constraint,0.5137362637362637,0.5137362637362637,0.5,0.5303107606679035,8.587497115107892e-06,1.0,900,2.1775439113309296e-05,True
f_domain_hint=history,0.5130322323915639,0.5130322323915639,0.480023109967219,0.5401885132169394,0.27812168225563105,1.0,900,0.4157187250557854,False
f_domain_hint=business,0.5128409195261564,0.5128409195261564,0.4867680611182889,0.5361176187419768,0.20794794921856574,1.0,900,0.34335591615158534,False
f_question_type=what,0.5105145550828002,0.5105145550828002,0.4769925069816981,0.5417033473082364,0.44656052998451146,1.0,900,0.5562420636649178,False
f_entity_work_count,0.5100094891181242,0.5100094891181242,0.4589989442804438,0.5576902379226908,0.6259870846631569,1.0,900,0.6944544220481896,False
f_question_type_secondary=how,0.5098640913404143,0.5098640913404143,0.4935131707833679,0.5247622101518099,0.17865925230450486,1.0,900,0.30201921222904393,False
f_domain_hint=legal,0.49070984725580824,0.5092901527441918,0.46350939698020366,0.5134685995340618,0.309796328658709,1.0,900,0.4436043657779925,False
f_domain_hint=finance,0.4910542104135419,0.5089457895864581,0.4545884446241836,0.5217618967953895,0.4749755610931585,1.0,900,0.5849794960172808,False
f_question_type=who,0.491360310998194,0.508639689001806,0.4531263310063695,0.5258288089477734,0.555315725162433,1.0,900,0.6313129081364294,False
f_requires_synthesis_flag,0.5086243839725734,0.5086243839725734,0.4876744379010136,0.5283353494656938,0.3506668576579405,1.0,900,0.46347129283898697,False
f_politeness_filler_count,0.5084483761363985,0.5084483761363985,0.49705781375979113,0.5192903705387533,0.1878092509761018,1.0,900,0.31375192516007594,False
f_non_ascii_ratio,0.5081422755517463,0.5081422755517463,0.4757247291422946,0.5423311721641099,0.5454552604196179,1.0,900,0.6313129081364294,False
f_has_url,0.49194955462364937,0.5080504453763506,0.4722556085367357,0.5108943005502082,0.2642904204859745,1.0,900,0.3992472309468977,False
f_currency_count,0.492270960237534,0.507729039762466,0.4646574571095037,0.5158767415387797,0.3831797829242476,1.0,900,0.4946502652294833,False
f_question_type_secondary=where,0.5071933637393248,0.5071933637393248,0.48755399152774553,0.5251773388630704,0.4007454887209828,1.0,900,0.5126653999854015,False
f_template_repetition_score,0.4928525513483731,0.507147448651627,0.4290951923625651,0.5666389477241341,0.7656769358750657,1.0,900,0.8053787029204394,False
f_domain_hint=medical,0.5070403134469987,0.5070403134469987,0.49714134745456406,0.5177282553737277,0.2502425930143236,1.0,900,0.38571296268688393,False
f_unit_count,0.5064281122776945,0.5064281122776945,0.4658342982799164,0.5418366387012347,0.6710727078862908,1.0,900,0.7387001900763821,False
f_has_citation_request,0.5058771312253206,0.5058771312253206,0.4846469641697427,0.5255037193970558,0.5289703892219149,1.0,900,0.6207751675166273,False
f_question_type_secondary=what,0.4947350699439836,0.5052649300560164,0.4715562171900903,0.5150942072124552,0.4937825277494965,1.0,900,0.5892194868943571,False
f_question_type=where,0.4947350699439836,0.5052649300560164,0.4732327660819311,0.5171064670127631,0.4937825277494965,1.0,900,0.5892194868943571,False
f_entity_place_count,0.504951176956748,0.504951176956748,0.45526676808746624,0.5590905807202173,0.8193083033715979,1.0,900,0.8554542579321096,False
f_has_length_limit,0.5048669992959686,0.5048669992959686,0.4734200841139853,0.5374170164585256,0.704347705599975,1.0,900,0.7634914060702018,False
f_question_category=Reasoning,0.4953472711132878,0.5046527288867122,0.4589855076088692,0.529616322456483,0.734441274989458,1.0,900,0.7889103902343069,False
f_is_comparison,0.4953855336863694,0.5046144663136306,0.4588790657414241,0.5319871091574724,0.7412384513809853,1.0,900,0.7889103902343069,False
f_has_code_span,0.5042165355535829,0.5042165355535829,0.49525351885782737,0.5123626373626373,0.35576317548908154,1.0,900,0.46347129283898697,False
f_has_email,0.5042165355535829,0.5042165355535829,0.4954055916433035,0.512607712576556,0.35576317548908154,1.0,900,0.46347129283898697,False
f_question_type_secondary=whose,0.49605130245798773,0.5039486975420122,0.4745115483007391,0.5135692047251649,0.5553446361356877,1.0,900,0.6313129081364294,False
f_has_file_path,0.4960895650310692,0.5039104349689307,0.4781614724141247,0.5125766370925738,0.5941419842877805,1.0,900,0.6643162344005106,False
f_question_type_secondary=who,0.4963956656157213,0.5036043343842787,0.46494836541347623,0.5250877816685644,0.7444647344464586,1.0,900,0.7889103902343069,False
f_digit_char_ratio,0.5031987511096145,0.5031987511096145,0.42964067632901143,0.5602423221565443,0.8937672384485398,1.0,900,0.9130571788467097,False
f_domain_hint=science,0.5029768281857417,0.5029768281857417,0.48314822147166175,0.5184354729338135,0.6851072643790515,1.0,900,0.7483479349371178,False
f_boolean_operator_count,0.49729100982582874,0.5027089901741713,0.48402644751079904,0.5058169726036851,0.42331908200255,1.0,900,0.5367081218246615,False
f_primary_task_verb=generate,0.5022957543848909,0.5022957543848909,0.45135666071074054,0.5506436852716831,0.9067774755258188,1.0,900,0.9132085214515339,False
f_vague_quantifiers_count,0.49776546573203956,0.5022345342679604,0.451507632967717,0.5414258686924686,0.9040508402566553,1.0,900,0.9132085214515339,False
f_question_type_secondary=when,0.5016605956717377,0.5016605956717377,0.4782312427356156,0.5228216001728057,0.840710331948891,1.0,900,0.8713931907791425,False
f_output_format=report,0.49879855520524047,0.5012014447947595,0.4811579722491712,0.5149071797257483,0.8549594530952411,1.0,900,0.8797408865182916,False
f_question_mark_count,0.49918883345067194,0.500811166549328,0.44655910123661396,0.552092617969892,0.9686012079772758,1.0,900,0.9686012079772758,False
