feature,spearman,abs_spearman,p,coverage,q,significant
f_vague_term_count,0.07354699156232115,0.07354699156232115,0.2198852519256962,1.0,0.9348843177130236,False
f_has_output_format_request,-0.07257815724654838,0.07257815724654838,0.22603755714701243,1.0,0.9348843177130236,False
f_anchor_count,0.07185435904348501,0.07185435904348501,0.2307128918635046,1.0,0.9348843177130236,False
f_negation_count,0.07174609612766666,0.07174609612766666,0.23141804493238852,1.0,0.9348843177130236,False
f_is_hypothetical_scenario,0.06874628307655907,0.06874628307655907,0.2515650728995945,1.0,0.9348843177130236,False
f_unit_count,0.0687281466634527,0.0687281466634527,0.25169046847682336,1.0,0.9348843177130236,False
f_temporal_type=range,0.06770156491798764,0.06770156491798764,0.25885905466940395,1.0,0.9348843177130236,False
f_has_file_path,0.06756348244690516,0.06756348244690516,0.25983391008341256,1.0,0.9348843177130236,False
f_quoted_span_word_count,0.06690343882722186,0.06690343882722186,0.2645286886660795,1.0,0.9348843177130236,False
f_has_dangling_reference,-0.06589742324238283,0.06589742324238283,0.2717955925701237,1.0,0.9348843177130236,False
f_is_ambiguous,0.06429489845939575,0.06429489845939575,0.2836498409050624,1.0,0.9348843177130236,False
f_question_type=other,0.06206817141476823,0.06206817141476823,0.3006917032586986,1.0,0.9348843177130236,False
f_is_wh_question,-0.06206817141476823,0.06206817141476823,0.3006917032586986,1.0,0.9348843177130236,False
f_unresolved_pronoun_count,-0.060667264353983195,0.060667264353983195,0.3117541039441052,1.0,0.9348843177130236,False
f_quoted_span_count,0.06045217871067853,0.06045217871067853,0.31347588347159483,1.0,0.9348843177130236,False
f_avg_syllables_per_word,-0.05811234790683161,0.05811234790683161,0.33260777835796396,1.0,0.9348843177130236,False
f_question_category=Math,-0.057610342299770904,0.057610342299770904,0.3368082025149244,1.0,0.9348843177130236,False
f_anchor_free_flag,-0.05705218609240296,0.05705218609240296,0.34151810635200924,1.0,0.9348843177130236,False
f_option_mean_chars,0.056461695194831386,0.056461695194831386,0.34654626831586344,1.0,0.9348843177130236,False
f_has_citation_request,-0.05456064576697565,0.05456064576697565,0.36305051028843993,1.0,0.9348843177130236,False
f_question_category=Reasoning,0.05423621697699039,0.05423621697699039,0.36591519112830273,1.0,0.9348843177130236,False
f_is_comparison,0.05423135444098239,0.05423135444098239,0.36595823337197764,1.0,0.9348843177130236,False
f_template_repetition_score,0.051708958397359055,0.051708958397359055,0.38870817482386866,1.0,0.9348843177130236,False
f_n_sentences,0.051439741917411144,0.051439741917411144,0.39118585598625244,1.0,0.9348843177130236,False
f_is_english,-0.05100819204600786,0.05100819204600786,0.3951773825726829,1.0,0.9348843177130236,False
f_politeness_filler_count,0.05100819204600786,0.05100819204600786,0.3951773825726829,1.0,0.9348843177130236,False
f_language_code=en,-0.05100819204600786,0.05100819204600786,0.3951773825726829,1.0,0.9348843177130236,False
f_sub_question_count,-0.05045839565622946,0.05045839565622946,0.400297923472237,1.0,0.9348843177130236,False
f_difficult_word_ratio,-0.04907253327202244,0.04907253327202244,0.4133799665985542,1.0,0.9348843177130236,False
f_boolean_operator_count,0.048494358178542515,0.048494358178542515,0.4189113218927976,1.0,0.9348843177130236,False
f_question_category=Fact Retrieval,0.04723134270343289,0.04723134270343289,0.43114404884969215,1.0,0.9348843177130236,False
f_acronym_count,0.046655907973875865,0.046655907973875865,0.43678494091824277,1.0,0.9348843177130236,False
f_max_parse_depth,0.046572622301121885,0.046572622301121885,0.43760486470966725,1.0,0.9348843177130236,False
f_core_question_ratio,0.04537454286784179,0.04537454286784179,0.449496692391998,1.0,0.9348843177130236,False
f_has_length_limit,-0.045293862041716114,0.045293862041716114,0.45030400647841445,1.0,0.9348843177130236,False
f_jargon_ratio,0.044836959222362846,0.044836959222362846,0.45489128224637504,1.0,0.9348843177130236,False
f_hop_estimate,0.04473161692732178,0.04473161692732178,0.45595261388468883,1.0,0.9348843177130236,False
f_n_clauses,0.04461457440659879,0.04461457440659879,0.457133449216775,1.0,0.9348843177130236,False
f_flesch_reading_ease,0.04255789277712599,0.04255789277712599,0.47815975354504425,1.0,0.9348843177130236,False
f_temporal_expression_count,0.042540475356449725,0.042540475356449725,0.4783400359651908,1.0,0.9348843177130236,False
f_has_code_span,0.04220280238462801,0.04220280238462801,0.4818424767632214,1.0,0.9348843177130236,False
f_distinct_wh_count,-0.04045216981717677,0.04045216981717677,0.500220916360233,1.0,0.9348843177130236,False
f_has_chain_of_thought_cue,-0.040269625299479896,0.040269625299479896,0.502158366846209,1.0,0.9348843177130236,False
f_causal_flag,0.040049872322816045,0.040049872322816045,0.5044959594503605,1.0,0.9348843177130236,False
f_temporal_type=relative,-0.039771503029539704,0.039771503029539704,0.5074652481317672,1.0,0.9348843177130236,False
f_stopword_ratio,0.03930332690261353,0.03930332690261353,0.5124796612690512,1.0,0.9348843177130236,False
f_numeral_count,0.03896666565607734,0.03896666565607734,0.5161012959095108,1.0,0.9348843177130236,False
f_question_type=which,-0.03880125209576877,0.03880125209576877,0.5178855572942649,1.0,0.9348843177130236,False
f_long_word_ratio,-0.03735183545523341,0.03735183545523341,0.5336545533599104,1.0,0.9509997809875327,False
f_entity_count,0.030690780803549207,0.030690780803549207,0.6090863289575812,1.0,0.9878047370553947,False
f_id_like_token_count,0.03061456003458419,0.03061456003458419,0.6099761585818816,1.0,0.9878047370553947,False
f_multi_need_score,0.030016222434286203,0.030016222434286203,0.6169812219658694,1.0,0.9878047370553947,False
f_named_entity_hint,-0.029417725492068766,0.029417725492068766,0.6240230056132952,1.0,0.9878047370553947,False
f_constraint_count,0.02941516040791988,0.02941516040791988,0.6240532600962936,1.0,0.9878047370553947,False
f_has_enumeration_request,-0.028081373178696044,0.028081373178696044,0.6398693457116108,1.0,0.9878047370553947,False
f_uppercase_char_ratio,-0.02766744611527313,0.02766744611527313,0.6448114320925818,1.0,0.9878047370553947,False
f_dale_chall_score,0.026798377494196775,0.026798377494196775,0.6552384122709881,1.0,0.9878047370553947,False
f_lexical_rarity_score,0.02673800673967948,0.02673800673967948,0.6559652529148002,1.0,0.9878047370553947,False
f_domain_hint=science,0.026343046550076427,0.026343046550076427,0.6607283913265196,1.0,0.9878047370553947,False
f_question_category_score,-0.02559784096779305,0.02559784096779305,0.6697526119245621,1.0,0.9878047370553947,False
f_nested_modifier_depth,-0.02553385245855594,0.02553385245855594,0.6705297324021507,1.0,0.9878047370553947,False
f_conditional_flag,-0.025291694142563922,0.025291694142563922,0.6734738388659819,1.0,0.9878047370553947,False
f_difficult_word_count,0.025282362343783463,0.025282362343783463,0.6735873927675486,1.0,0.9878047370553947,False
f_wh_word_count,-0.02485640233589557,0.02485640233589557,0.6787785244015657,1.0,0.9878047370553947,False
f_definite_np_without_entity_count,0.024694749366168372,0.024694749366168372,0.680752563680646,1.0,0.9878047370553947,False
f_option_length_spread,-0.023600061068669798,0.023600061068669798,0.6941771405789718,1.0,0.9878047370553947,False
f_rare_word_ratio,0.02305157252593346,0.02305157252593346,0.7009398439958345,1.0,0.9878047370553947,False
f_anchor_density,0.02294711137699243,0.02294711137699243,0.7022305154946347,1.0,0.9878047370553947,False
f_has_date_like,0.0221501167445524,0.0221501167445524,0.712105687590311,1.0,0.9878047370553947,False
f_gunning_fog,-0.021257562867438816,0.021257562867438816,0.7232220977328612,1.0,0.9878047370553947,False
f_has_math_expression,-0.02076784337176191,0.02076784337176191,0.7293463084493941,1.0,0.9878047370553947,False
f_is_formula_setup,-0.020737129319865516,0.020737129319865516,0.7297309821776425,1.0,0.9878047370553947,False
f_mc_option_count,-0.01919017916893699,0.01919017916893699,0.7491911603735075,1.0,0.9878047370553947,False
f_n_options,-0.01919017916893699,0.01919017916893699,0.7491911603735075,1.0,0.9878047370553947,False
f_avg_chars_per_word,-0.0187378098696572,0.0187378098696572,0.754912615192442,1.0,0.9878047370553947,False
f_polysyllable_count,0.018088437500526366,0.018088437500526366,0.7631490754594891,1.0,0.9878047370553947,False
f_is_imperative,0.01790275292282321,0.01790275292282321,0.7655092046116455,1.0,0.9878047370553947,False
f_coleman_liau_index,0.016504526990109025,0.016504526990109025,0.7833494031498718,1.0,0.9878047370553947,False
f_question_mark_count,-0.016269218498279645,0.016269218498279645,0.7863631960344821,1.0,0.9878047370553947,False
f_n_lines,-0.01619461664915004,0.01619461664915004,0.7873193517662532,1.0,0.9878047370553947,False
f_has_temporal_constraint,0.015340326024707257,0.015340326024707257,0.7982910096167277,1.0,0.9878047370553947,False
f_temporal_type=none,-0.015340326024707257,0.015340326024707257,0.7982910096167277,1.0,0.9878047370553947,False
f_digit_char_ratio,0.014991652957606785,0.014991652957606785,0.8027805637711475,1.0,0.9878047370553947,False
f_mean_word_zipf,-0.014971868557816128,0.014971868557816128,0.8030355056637382,1.0,0.9878047370553947,False
f_entity_person_count,0.011891139067226848,0.011891139067226848,0.8429717544299687,1.0,0.9933568533841118,False
f_avg_words_per_sentence,0.011187477020714926,0.011187477020714926,0.8521540813752458,1.0,0.9933568533841118,False
f_entity_work_count,-0.010918095729508609,0.010918095729508609,0.8556746833182233,1.0,0.9933568533841118,False
f_max_bpe_fertility,0.008329383936572005,0.008329383936572005,0.8896428405672184,1.0,0.9933568533841118,False
f_root_type_token_ratio,0.008148732174984838,0.008148732174984838,0.8920215722577054,1.0,0.9933568533841118,False
f_word_entropy,0.008108343385015196,0.008108343385015196,0.892553524537091,1.0,0.9933568533841118,False
f_hedge_word_count,-0.007834258184437884,0.007834258184437884,0.8961647016249866,1.0,0.9933568533841118,False
f_char_entropy,-0.006332291079111797,0.006332291079111797,0.9159897453593734,1.0,0.9933568533841118,False
f_instruction_line_count,0.0063099501397648914,0.0063099501397648914,0.9162850556523565,1.0,0.9933568533841118,False
f_entity_place_count,-0.006007689514201276,0.006007689514201276,0.9202815544002388,1.0,0.9933568533841118,False
f_instruction_char_ratio,0.005410509249359195,0.005410509249359195,0.9281832832794589,1.0,0.9933568533841118,False
f_retrieval_difficulty_score,-0.005387076646509257,0.005387076646509257,0.9284934859675261,1.0,0.9933568533841118,False
f_temporal_risk_score,-0.005124538136444595,0.005124538136444595,0.9319697200199297,1.0,0.9933568533841118,False
f_question_complexity_score,-0.004370260877403992,0.004370260877403992,0.9419639498589152,1.0,0.9933568533841118,False
f_whitespace_ratio,0.0037216072653741307,0.0037216072653741307,0.9505659922055599,1.0,0.9933568533841118,False
f_question_category=Comparison,-0.0034519662459042704,0.0034519662459042704,0.9541435484119178,1.0,0.9933568533841118,False
f_punctuation_density,0.003128746092212304,0.003128746092212304,0.9584331895249999,1.0,0.9933568533841118,False
f_tokens_per_word,0.0027755150669839302,0.0027755150669839302,0.963122487261073,1.0,0.9933568533841118,False
f_requires_synthesis_flag,-0.0021337381362116228,0.0021337381362116228,0.9716454943414564,1.0,0.9933568533841118,False
f_proper_noun_token_count,0.0021165537136179496,0.0021165537136179496,0.9718737576875676,1.0,0.9933568533841118,False
f_has_exclusion,0.002072838682327981,0.002072838682327981,0.9724544415028211,1.0,0.9933568533841118,False
f_retrieval_anchor_score,0.0017308332563574006,0.0017308332563574006,0.9769979102474055,1.0,0.9933568533841118,False
f_currency_count,-0.0013243272478111153,0.0013243272478111153,0.9823992089975033,1.0,0.9933568533841118,False
f_percent_count,0.0010503620116856455,0.0010503620116856455,0.9860398889191397,1.0,0.9933568533841118,False
f_distinct_entity_types,-0.0010375313493201268,0.0010375313493201268,0.9862104012014924,1.0,0.9933568533841118,False
f_entity_org_count,0.00012808110023682155,0.00012808110023682155,0.9982976195252571,1.0,0.9982976195252572,False
